verð,stærð,fjherb,fjklós,lyfta,fjhæð,fjbílast,fjbkar,fjsturt
57184000,150.6,3,1,1,1,1,1,1
20729000,86.3,2,1,2,1,0,0,1
22373000,95.1,2,1,0,1,0,1,1
10470000,60.4,1,1,0,1,0,0,1
15445000,78.4,2,1,1,1,0,1,0
13479000,72.2,2,1,0,1,0,1,0
17915000,92.2,2,1,2,1,0,1,0
21658000,130.1,4,1,0,1,0,1,0
29186000,132.5,2,2,0,2,0,1,0
20973000,89.4,2,1,1,1,1,1,1
45946000,155.0,4,1,0,2,0,1,0
21163000,88.4,2,1,0,1,1,1,0
17669000,92.0,2,1,0,1,0,1,0
16475000,59.8,1,1,0,1,0,1,0
17965000,87.6,2,1,0,1,0,0,1
32231000,101.6,1,1,1,1,2,0,1
16465000,61.1,1,1,0,1,0,1,0
13747000,64.9,1,1,0,1,0,1,0
23888000,102.5,3,1,0,1,0,1,0
24698000,100.2,3,1,0,1,1,1,0
19190000,60.7,2,1,0,1,0,1,0
18500000,90.0,2,1,0,1,0,1,0
24974000,109.8,2,1,1,1,1,1,0
31156000,86.0,2,1,1,1,0,1,0
23956000,77.5,2,1,1,1,0,0,1
44539000,143.6,3,2,0,2,0,1,1
21840000,108.7,3,1,0,1,0,1,0
18794000,53.2,1,1,0,1,0,0,1
18999000,83.3,2,1,0,1,0,1,0
19775000,97.0,2,1,0,1,0,1,1
24072000,88.8,2,1,0,1,0,1,1
30296000,98.2,2,1,1,1,1,1,0
30899000,127.3,3,1,1,1,1,1,1
44682000,124.3,2,1,1,1,0,1,0
14596000,64.1,1,1,2,1,0,1,0
19133000,79.5,2,1,0,1,0,0,1
32640000,121.6,3,1,0,1,0,1,1
15548000,64.4,1,1,0,1,0,1,0
21496000,100.8,3,1,2,1,0,1,0
13190000,51.2,2,1,0,1,0,1,0
13989000,65.0,1,1,2,1,0,1,0
18590000,118.4,3,1,0,1,0,1,1
21848000,76.9,2,1,0,1,0,1,0
28160000,116.6,4,2,0,1,0,1,0
14807000,71.4,2,1,1,1,1,1,0
23120000,121.3,3,2,1,1,0,1,1
24381000,114.2,4,1,0,2,0,0,1
25990000,97.7,2,1,0,1,0,1,0
16974000,51.7,1,1,0,1,0,1,0
21173000,64.0,1,1,1,1,0,0,1
20586000,68.1,2,1,0,1,0,1,0
34789000,114.7,3,1,0,1,0,1,0
14213000,43.3,1,1,0,1,0,1,0
23472000,89.1,2,1,2,1,0,1,1
33706000,120.2,3,1,1,1,1,1,1
16985000,82.0,1,1,4,1,1,0,1
14207000,129.9,3,1,0,3,0,0,1
18000000,82.5,2,1,1,1,1,1,0
16501000,84.1,2,1,0,1,0,1,0
36456000,106.2,2,1,1,1,1,1,1
34588000,103.5,2,1,1,1,1,1,1
20236000,78.1,2,1,1,1,0,1,0
24119000,104.7,3,2,0,2,0,1,1
28175000,117.1,2,1,0,1,0,1,1
28460000,117.9,3,1,0,1,1,1,0
27950000,100.4,2,1,1,1,1,0,1
19698000,101.6,3,1,0,1,0,1,1
37228000,151.8,5,1,0,1,0,1,0
28486000,99.2,3,1,0,1,1,1,0
47320000,150.0,3,1,0,1,0,1,0
24176000,100.7,3,1,0,2,0,1,0
26394000,88.3,2,1,0,1,0,1,0
7609000,50.8,1,1,1,1,0,0,1
16427000,87.2,2,1,0,1,0,1,0
28726000,109.8,2,2,0,1,0,1,0
22482000,73.3,1,1,0,1,0,0,1
13911000,46.4,1,1,0,1,0,1,1
27932000,112.9,3,1,0,1,0,1,1
9002000,58.8,1,1,0,1,0,1,0
19546000,72.9,2,1,1,1,0,1,0
13422000,63.1,1,1,0,1,0,1,0
35331000,168.5,2,1,0,1,0,1,1
24573000,100.4,2,1,0,1,0,1,0
31663000,81.4,2,1,4,1,1,0,1
14492000,58.3,1,1,0,1,0,1,0
21962000,103.5,3,1,0,1,0,1,1
31091000,111.0,2,1,3,1,1,1,1
41313000,96.4,1,1,0,1,0,1,1
15795000,75.4,2,1,0,1,0,1,1
22744000,75.6,2,1,0,1,0,1,0
16600000,106.4,3,1,0,1,0,1,0
15248000,97.0,3,1,0,1,0,1,0
22923000,99.4,2,1,0,1,0,1,1
10998000,56.9,1,1,0,1,0,0,1
23193000,81.6,3,1,0,1,0,1,1
27822000,124.3,4,1,0,1,0,1,0
10486000,48.6,2,1,0,1,0,0,1
25124000,81.7,3,1,0,1,0,1,1
18472000,72.7,2,1,0,1,0,1,0
17487000,55.7,1,1,0,1,0,0,1
17169000,68.0,2,1,0,1,0,1,0
29993000,100.0,2,1,2,1,0,0,1
17566000,62.6,1,1,0,1,0,0,1
22441000,82.9,2,1,2,1,1,0,1
9494000,42.6,1,1,0,1,0,0,1
6720000,82.0,2,1,0,1,0,0,1
16800000,73.7,2,1,0,1,0,1,0
25972000,90.6,2,1,2,1,1,1,1
35400000,152.1,4,1,0,1,0,1,1
21272000,96.6,2,1,0,1,0,1,0
21273000,81.9,2,1,0,1,0,1,0
24187000,127.5,3,1,0,1,0,1,0
17405000,56.8,1,1,0,1,0,1,0
16855000,66.3,1,1,0,2,0,1,0
17690000,61.2,1,1,0,1,0,1,0
17195000,72.7,2,1,0,1,0,1,0
14986000,46.2,1,1,0,1,0,0,1
7600000,65.9,2,1,0,1,0,1,0
17000000,88.6,2,1,0,1,0,1,0
16051000,51.2,2,1,0,1,0,1,0
20257000,86.2,4,1,0,1,0,1,0
17786000,66.3,3,1,0,1,0,1,1
25336000,86.9,2,1,0,1,0,1,0
17491000,60.3,1,1,0,1,0,1,0
21825000,101.7,3,1,0,1,0,1,0
19381000,87.6,2,1,0,1,0,1,0
22857000,93.8,2,1,0,1,0,1,0
17890000,66.1,2,1,0,1,0,1,0
12500000,49.6,1,1,0,1,0,1,0
15960000,69.5,1,1,0,1,0,0,1
17932000,63.4,1,1,1,1,0,1,0
20000000,83.0,2,1,2,1,0,1,0
36415000,139.9,3,2,0,1,0,1,1
24369000,89.0,1,1,0,1,0,0,1
17042000,61.9,1,1,0,1,0,1,0
31170000,97.5,2,1,1,1,1,0,1
34564000,85.3,2,1,2,1,1,0,1
25122000,94.3,3,1,0,1,0,1,0
14250000,78.1,2,1,2,1,0,1,0
12564000,55.6,1,1,0,1,0,0,1
15013000,83.2,3,1,0,2,0,1,0
27817000,107.0,3,1,1,1,1,1,0
20823000,81.2,3,1,0,1,0,1,1
27148000,114.0,4,1,0,2,1,1,0
21034000,73.0,1,1,0,1,0,0,1
38187000,135.9,2,2,2,1,1,0,2
26892000,111.5,2,1,0,1,0,1,1
25400000,79.8,3,2,1,2,0,2,1
28330000,118.3,3,1,0,1,2,1,1
23605000,103.2,3,1,1,1,1,1,0
20076000,74.0,2,1,1,1,0,1,1
16023000,64.7,2,1,0,1,0,1,1
26484000,110.4,4,1,0,1,0,1,0
31993000,86.0,2,1,3,1,1,0,1
17182000,62.4,1,1,0,1,0,1,1
24360000,101.5,2,1,0,1,1,1,0
23573000,80.2,2,1,0,1,0,0,1
11261000,102.5,3,1,0,1,0,1,0
25466000,110.6,2,1,0,1,1,1,0
21106000,84.3,3,1,0,1,0,1,0
14820000,48.4,2,0,0,1,0,0,0
19753000,102.1,3,1,0,1,0,1,0
17527000,83.7,2,1,0,1,0,1,0
8234000,72.2,2,1,0,1,0,1,0
7967000,78.0,2,1,0,2,0,0,1
12500000,79.7,2,1,0,1,0,1,0
23800000,63.7,1,1,1,1,1,1,0
21863000,87.0,2,1,1,1,1,1,0
21130000,86.6,2,1,0,1,0,1,0
14786000,50.3,1,1,0,1,0,1,0
23000000,152.6,3,1,0,2,0,1,0
17640000,100.8,2,1,0,1,0,1,0
26574000,125.0,3,1,1,1,0,1,1
14490000,64.0,1,1,0,1,0,1,0
20624000,81.4,2,1,1,1,1,1,0
14900000,78.1,2,1,2,1,0,1,0
16870000,48.1,1,1,3,1,0,0,1
23886000,121.4,2,1,0,1,0,1,1
18865000,76.7,2,1,0,1,0,1,0
25606000,110.6,3,1,0,1,0,1,0
17380000,66.9,3,1,0,1,0,0,1
23520000,88.7,2,1,0,1,0,0,1
16392000,84.5,2,1,0,1,0,1,1
33111000,120.5,3,1,0,1,0,1,1
32666000,120.4,3,1,1,1,1,1,1
14150000,51.4,1,1,0,1,0,1,0
5500000,80.4,2,1,0,1,0,1,0
8120000,65.0,2,1,0,1,0,0,1
13320000,85.7,2,1,0,1,0,1,0
26818000,106.4,4,1,0,1,1,1,0
17962000,83.0,2,1,1,1,0,1,0
25242000,96.9,3,1,1,1,0,1,0
16876000,57.2,2,1,0,1,0,1,0
18671000,76.3,1,1,1,1,0,1,0
22074000,87.4,2,1,0,1,0,1,1
25704000,99.3,2,1,1,1,0,1,1
21441000,96.8,3,1,0,1,0,1,0
32397000,141.4,4,1,0,2,0,1,1
43141000,154.3,3,1,0,2,0,1,0
9842000,45.5,1,1,0,1,0,0,1
25973000,117.3,3,1,0,1,0,1,1
29235000,157.4,4,2,1,2,1,1,0
16259000,60.2,2,1,0,1,0,1,0
23100000,110.8,3,1,1,1,1,0,1
16570000,76.0,2,1,2,1,0,1,0
23463000,77.5,2,1,1,1,0,0,1
28943000,125.5,4,1,1,1,1,1,0
23750000,80.3,3,1,0,1,0,1,0
17475000,89.4,3,1,0,1,0,1,0
21588000,90.0,3,1,0,1,0,0,1
14139000,93.1,2,1,0,1,0,1,0
17913000,81.2,2,1,0,1,0,0,1
16499000,60.4,2,1,0,1,0,0,1
12979000,49.0,3,1,0,1,0,0,1
21434000,103.6,3,2,0,2,0,1,0
9177000,53.3,1,1,0,1,0,1,0
25471000,99.7,2,1,2,1,0,0,1
19376000,56.2,2,1,0,1,1,0,1
17995000,110.6,3,1,0,2,0,1,0
23878000,116.8,3,1,0,1,0,1,0
20222000,87.2,2,1,0,1,0,1,0
22553000,68.8,2,1,0,1,0,1,0
16983000,91.3,1,1,0,1,0,1,0
22541000,73.0,2,1,0,1,1,1,0
26387000,115.1,5,1,0,2,0,1,0
13500000,46.2,1,1,0,1,0,1,0
34948000,129.4,3,1,0,1,0,1,0
8884000,43.4,1,1,0,1,0,1,0
8296000,26.7,0,1,0,1,0,1,0
20113000,87.4,2,1,0,1,0,1,0
16626000,62.7,1,1,3,1,0,1,0
20900000,101.9,3,1,0,1,0,1,0
22220000,95.2,2,1,0,1,0,1,0
23419000,87.4,2,1,0,1,1,1,0
25894000,76.9,1,1,0,1,0,1,0
21165000,79.7,2,1,0,1,1,1,0
12700000,50.7,1,1,0,1,0,0,1
25351000,88.5,2,1,1,1,0,1,1
36098000,104.5,2,1,1,1,1,0,1
23385000,102.6,2,1,1,1,1,1,0
14231000,54.1,1,1,0,1,0,1,0
26849000,92.8,2,1,1,1,1,1,0
18868000,77.0,2,0,0,1,0,0,0
16866000,53.1,1,1,0,1,0,0,1
26428000,90.3,2,1,0,1,0,1,0
18764000,87.3,2,1,0,1,0,1,0
29612000,138.4,3,2,0,1,0,1,0
23384000,70.0,1,1,2,1,0,0,1
18200000,83.0,2,1,2,1,0,1,0
21749000,69.0,2,1,0,1,0,1,0
19688000,97.4,3,1,1,1,0,1,0
21588000,69.6,1,1,1,1,0,0,1
22500000,109.6,3,1,0,1,0,1,0
23437000,88.9,2,1,1,1,1,1,0
25761000,81.9,2,1,0,1,0,1,0
16489000,53.5,2,1,0,1,0,1,0
15143000,74.2,2,1,0,1,0,1,0
46539000,140.8,3,1,1,1,1,1,1
28887000,120.2,3,1,1,1,1,1,0
17468000,57.3,1,1,0,1,0,1,1
17814000,79.5,2,1,0,1,0,0,1
30191000,131.7,3,1,0,1,0,1,0
18126000,76.1,1,1,0,1,0,1,1
15634000,64.3,1,1,0,1,0,1,0
18865000,101.9,3,0,0,1,0,0,0
20750000,78.0,2,1,0,1,0,1,0
17469000,90.0,2,1,0,1,0,1,0
18653000,87.5,2,1,0,1,0,1,0
9186000,35.5,2,1,0,1,0,1,0
17992000,64.0,1,1,0,1,0,1,0
25300000,94.6,2,1,0,1,0,1,0
13049000,44.0,0,1,0,1,0,1,0
20958000,82.6,2,1,0,1,0,1,0
28481000,125.1,4,1,0,1,0,1,1
23709000,75.2,2,1,0,1,0,1,0
23676000,85.0,2,1,0,1,0,1,0
17451000,80.6,2,1,0,1,0,1,1
29541000,79.1,1,1,0,1,0,1,1
22124000,100.4,3,1,1,1,0,0,1
14802000,55.9,1,1,0,1,0,1,0
24250000,108.5,3,1,0,1,0,0,1
18387000,103.5,3,1,0,1,0,1,0
6494000,83.4,2,1,0,1,0,1,0
21307000,83.3,2,1,0,1,0,1,0
29506000,155.7,4,1,0,2,0,0,1
16893000,67.8,2,1,0,1,0,1,0
24379000,90.9,2,1,1,1,1,1,0
25967000,74.8,3,1,0,2,1,1,0
17691000,65.1,1,1,0,1,0,1,0
20815000,96.8,3,1,0,1,1,1,1
16455000,74.6,1,1,0,1,0,1,0
24572000,107.1,2,1,0,1,0,1,0
23784000,61.6,2,1,0,1,0,0,1
14494000,37.4,2,1,0,1,0,0,0
16366000,112.8,3,1,0,1,0,1,0
13612000,80.3,2,1,0,1,0,1,0
27057000,99.2,2,1,5,1,1,0,1
26469000,120.1,3,1,0,1,0,1,1
33654000,130.9,3,1,0,1,0,0,1
12998000,73.3,2,1,0,1,0,1,0
29476000,93.1,2,1,0,1,0,1,0
24269000,85.4,2,1,1,1,0,0,1
11754000,40.5,1,1,0,1,0,0,1
24820000,86.4,2,1,1,1,0,1,1
18879000,81.7,2,1,0,1,0,1,0
20470000,74.9,2,1,0,1,0,1,0
37198000,100.0,3,1,0,1,0,1,0
17662000,51.2,1,1,2,1,0,0,1
19580000,71.8,1,1,1,1,0,1,0
21368000,59.4,2,1,0,2,0,1,0
12700000,103.8,2,1,0,1,0,1,0
22448000,77.6,2,1,0,1,0,1,0
18993000,61.0,1,1,1,1,0,0,1
17300000,89.1,2,1,1,1,0,1,0
19986000,90.3,3,1,1,1,0,1,0
22028000,92.5,2,1,1,1,1,0,1
21588000,78.6,2,1,0,1,0,1,0
18822000,72.6,1,1,0,1,0,1,0
11000000,62.1,1,1,0,1,0,1,0
15893000,82.7,2,1,0,1,0,1,0
18500000,74.1,2,1,0,1,0,1,0
18215000,100.2,3,1,0,1,0,1,0
26108000,119.0,3,1,0,1,0,1,1
20020000,72.5,1,1,0,1,0,1,1
28828000,149.5,6,1,0,1,0,1,0
36970000,122.0,3,1,3,1,1,1,1
24436000,91.7,2,1,3,1,1,1,0
17250000,85.2,1,1,1,1,0,1,1
16856000,89.9,3,1,0,1,0,1,0
8825000,46.0,1,1,0,1,0,1,0
20150000,109.0,3,1,0,1,0,1,0
16000000,109.0,3,1,0,1,0,1,0
23940000,122.7,3,1,0,1,0,1,1
34903000,120.2,3,1,0,1,0,1,0
16138000,64.6,1,1,0,1,0,0,1
13157000,47.6,1,1,2,1,0,1,0
21751000,83.5,1,1,1,1,0,0,1
21162000,92.5,3,1,1,1,0,1,0
15325000,57.7,1,1,1,1,0,1,0
400000,67.8,1,1,0,2,0,0,1
27300000,111.0,2,1,3,1,1,1,1
23887000,101.6,4,1,0,2,0,1,0
20700000,101.8,3,1,1,1,0,1,1
22539000,97.0,2,1,0,1,0,0,1
12644000,84.2,1,1,0,1,0,1,0
19498000,76.7,2,1,0,1,0,1,0
4466000,65.3,2,1,0,1,0,1,0
19174000,100.8,2,1,0,1,0,1,0
22907000,79.4,2,1,0,1,1,0,1
19328000,72.3,3,1,0,1,0,1,0
14434000,80.0,2,1,0,1,0,1,0
23981000,84.9,2,1,3,1,1,1,0
28986000,104.0,3,1,1,1,0,1,1
14042000,60.4,1,1,0,1,0,1,0
14260000,41.4,2,1,0,1,0,0,1
20996000,106.5,2,1,0,2,0,1,1
43166000,150.8,5,2,0,1,0,2,0
21758000,94.6,2,1,0,1,0,1,0
22162000,76.4,1,1,2,1,1,0,1
7770000,55.6,1,1,0,1,0,0,1
18477000,92.7,3,1,0,1,0,1,0
22275000,80.9,2,1,0,1,0,0,1
10103000,31.0,0,1,0,1,0,0,1
28883000,113.0,2,2,0,3,0,2,0
30417000,123.1,3,1,0,1,1,1,1
10147000,72.2,2,1,0,1,0,1,0
18590000,89.5,3,1,0,1,0,1,0
24276000,104.4,3,1,0,1,0,1,0
34249000,103.9,2,1,1,1,1,1,1
10840000,78.8,2,1,0,1,0,1,0
27945000,94.1,2,1,0,2,0,1,0
21486000,82.0,2,1,2,1,0,1,0
22281000,100.4,2,1,0,1,0,1,0
4496000,98.8,3,1,0,2,0,1,0
9782000,65.5,1,1,0,1,0,1,0
21224000,79.8,1,1,1,1,0,0,1
14493000,51.8,1,1,0,1,0,0,1
26973000,95.7,3,1,0,1,0,1,0
14313000,50.0,2,1,0,1,0,1,0
18598000,81.9,2,1,0,1,0,0,1
14928000,76.6,1,1,0,1,0,1,0
12196000,57.7,1,1,1,1,0,1,0
18365000,80.8,2,1,0,1,0,1,1
17469000,74.6,3,1,0,1,0,1,0
32987000,100.9,3,1,0,1,0,1,0
26649000,112.5,2,1,0,1,0,1,0
14229000,53.6,1,1,0,1,0,0,1
25350000,105.0,2,1,0,2,0,1,0
14405000,61.9,1,1,0,1,0,0,1
18975000,68.6,1,1,1,1,0,0,1
28500000,107.0,3,1,1,1,1,1,1
18579000,65.6,1,1,2,1,0,1,1
21701000,90.2,2,1,1,1,0,1,0
11989000,43.7,1,1,1,1,1,1,0
20000000,90.0,3,1,1,1,0,1,0
16868000,85.6,2,1,0,1,0,1,0
15178000,76.3,2,1,0,1,0,0,1
21715000,100.7,3,1,0,1,0,0,1
17284000,51.9,1,1,3,1,0,0,1
27298000,80.1,2,1,1,1,0,0,1
18461000,100.5,3,1,0,1,0,1,0
35793000,113.8,3,1,0,1,0,1,1
54346000,115.4,3,1,0,1,0,0,1
22220000,94.7,3,1,0,1,0,1,1
27972000,141.9,3,1,1,1,1,1,1
30794000,104.5,2,1,2,1,1,1,1
11370000,57.7,1,1,0,1,0,1,0
28590000,100.9,2,1,0,1,0,1,0
22642000,90.7,2,1,0,1,0,1,0
29959000,109.2,2,1,0,1,0,0,1
21493000,103.5,3,1,0,1,0,1,1
19751000,114.1,3,1,1,1,1,1,0
20972000,92.6,2,1,0,1,0,1,0
14751000,83.4,2,1,0,1,0,1,0
33944000,100.0,2,1,2,1,0,0,1
14359000,54.6,1,1,2,1,0,1,0
13891000,70.9,1,1,0,1,0,0,1
11500000,101.7,3,1,0,1,0,1,0
21664000,96.1,2,1,0,1,0,1,0
22962000,109.6,3,1,0,1,0,1,0
34016000,104.5,3,1,1,1,1,1,1
26954000,141.9,3,1,1,1,1,1,1
24602000,75.6,2,1,2,1,1,0,1
20400000,99.8,3,1,0,1,0,1,0
34210000,121.6,2,1,2,1,1,1,1
16370000,97.4,3,1,2,1,0,1,0
25955000,89.5,2,1,0,1,0,1,0
20706000,88.2,2,1,1,1,1,1,0
13942000,65.9,1,1,0,1,0,1,0
17559000,115.8,3,1,0,1,0,1,0
24290000,89.0,2,1,1,1,0,0,1
6241000,23.3,0,1,0,1,0,0,1
23516000,89.7,2,1,1,1,1,1,0
24230000,75.6,2,1,2,1,0,0,1
21240000,70.3,2,1,0,1,1,1,0
33017000,136.3,4,2,0,2,0,1,0
35200000,128.3,3,1,0,1,0,1,1
18895000,62.5,1,1,1,1,1,1,0
30687000,85.1,2,1,1,2,1,1,0
8036000,58.6,1,1,0,1,0,1,0
24851000,138.6,5,1,0,2,0,0,1
22673000,105.4,2,1,0,1,0,1,0
16918000,70.1,1,1,0,1,0,1,0
32921000,111.4,2,1,0,1,0,1,0
16647000,50.7,1,1,2,1,0,0,1
16120000,95.3,3,1,0,1,0,1,0
28972000,100.7,3,1,0,1,0,1,0
27000000,69.6,2,1,0,1,0,1,1
21500000,94.7,3,1,0,1,0,1,0
39479000,133.7,3,1,0,2,0,1,0
21381000,69.0,1,1,2,1,0,0,1
16298000,82.7,2,1,0,1,0,1,0
16898000,48.4,1,1,0,1,0,0,1
16494000,53.2,2,1,0,1,0,0,1
15034000,62.7,1,1,0,1,0,1,0
13608000,59.9,1,1,0,1,0,0,1
17408000,103.6,2,1,0,1,0,1,0
17917000,77.3,1,1,1,1,0,1,0
15928000,67.8,1,1,0,1,0,0,1
42522000,141.2,3,2,0,2,0,1,1
25979000,112.9,3,1,0,1,0,1,0
18775000,93.2,2,1,0,1,0,1,0
11344000,54.8,1,1,0,1,0,1,0
14380000,54.8,1,1,0,1,0,1,0
22360000,84.9,2,1,0,1,0,1,0
22872000,83.8,2,1,0,1,0,1,0
22345000,107.5,2,1,0,1,0,1,0
14889000,68.9,1,1,0,1,0,1,0
9271000,58.6,1,1,0,1,0,1,0
29289000,150.0,4,1,0,1,0,1,0
34745000,115.6,3,1,0,1,0,1,1
20124000,92.4,3,1,0,1,0,1,0
23348000,59.6,0,1,1,1,1,0,1
18989000,95.0,3,1,1,1,0,1,0
15939000,80.7,2,1,0,1,0,1,0
25209000,88.0,2,1,0,1,0,1,1
18649000,71.7,2,1,0,1,0,1,0
20340000,102.1,3,1,0,1,0,1,0
20627000,103.6,3,1,0,1,0,1,0
14030000,53.8,1,1,0,1,0,0,1
16167000,62.6,1,1,0,1,0,1,1
12796000,43.2,1,1,0,1,0,0,0
12397000,44.9,1,1,1,1,0,1,0
22780000,89.5,2,1,0,1,0,1,0
26986000,103.1,2,1,2,1,1,0,1
17369000,70.7,1,1,1,1,0,1,0
44371000,140.8,3,1,1,1,1,1,1
24242000,104.4,3,1,0,1,0,1,0
19498000,97.4,6,1,2,1,0,1,0
17489000,62.5,1,1,1,1,1,1,0
24369000,111.4,2,1,0,1,1,1,0
27635000,101.1,2,1,1,1,1,0,1
6940000,60.0,2,1,0,1,0,0,1
10884000,72.2,2,1,0,1,0,1,1
28698000,103.6,1,1,1,1,1,1,1
66836000,183.7,6,2,0,3,0,2,2
17021000,82.0,2,1,0,1,0,1,0
24179000,97.3,1,1,0,1,0,1,0
19398000,95.6,2,1,0,1,0,1,0
25978000,70.0,1,1,2,1,0,0,1
17996000,68.6,1,1,0,1,0,1,1
21454000,102.7,4,1,0,1,0,1,0
28849000,102.3,3,1,0,1,0,1,1
22532000,90.9,2,1,0,1,0,1,1
31464000,115.3,4,1,0,2,0,1,0
13129000,43.4,1,1,0,1,0,1,0
21175000,85.6,1,1,1,1,0,0,1
16836000,85.3,3,1,1,1,0,1,0
21233000,59.1,1,1,0,1,0,1,0
30572000,106.7,2,1,0,1,0,1,0
19100000,80.0,2,1,0,1,0,0,1
23436000,117.3,2,1,0,1,0,1,1
17993000,79.3,2,1,2,1,0,1,0
21670000,88.4,2,1,1,1,0,1,0
21272000,88.4,2,1,1,1,0,1,0
24178000,78.2,1,1,3,1,1,0,1
10920000,91.6,2,1,0,1,0,0,1
18371000,97.6,2,1,0,1,0,1,0
16972000,55.2,1,1,0,1,0,1,0
21083000,84.4,2,1,0,1,0,1,1
20921000,81.3,2,1,0,1,0,1,0
22344000,78.4,2,1,0,1,0,1,0
13197000,58.8,1,1,0,1,0,1,1
2600000,48.0,1,1,0,1,0,0,1
5300000,78.8,3,1,0,2,0,1,0
1974000,76.9,2,1,0,1,0,1,0
23536000,89.3,2,1,1,1,0,0,1
27328000,113.5,3,1,0,1,0,0,1
18600000,87.8,2,1,0,1,0,1,0
10166000,67.7,1,1,0,1,0,1,0
24865000,97.2,3,1,0,1,0,1,0
17374000,71.2,1,1,1,1,0,1,0
36050000,118.3,2,1,2,1,2,0,1
14293000,37.2,1,1,0,1,0,0,1
43887000,172.3,4,2,0,2,0,1,1
27459000,105.2,3,1,0,1,0,1,1
27972000,97.5,2,1,1,1,0,1,0
32038000,111.4,3,1,0,1,0,1,1
16957000,74.8,2,1,0,1,0,1,0
14000000,50.2,1,1,0,1,0,0,1
31449000,130.4,3,1,0,1,1,1,0
16731000,74.6,2,1,0,1,0,1,1
20096000,82.5,2,1,0,1,0,1,0
15120000,114.4,3,1,0,2,0,1,0
18600000,77.3,2,1,1,1,0,0,1
18024000,76.7,1,1,0,1,0,1,0
24779000,111.3,2,1,0,1,0,1,1
9149000,38.3,1,1,0,1,0,0,1
30892000,119.4,2,1,0,1,0,1,1
30863000,141.9,3,1,1,1,1,1,1
29867000,91.7,2,1,2,1,0,0,1
32000000,102.1,2,1,1,1,1,1,1
23498000,89.5,3,1,0,1,0,1,0
31172000,117.3,3,1,0,1,0,1,1
32231000,122.0,3,1,0,1,0,1,0
22100000,85.1,2,1,0,1,0,1,0
17190000,68.5,2,1,0,1,0,1,0
17986000,149.7,3,1,0,1,0,1,0
17624000,99.2,2,1,0,1,0,1,0
25373000,100.6,2,1,1,1,1,0,1
25300000,93.2,2,1,3,1,1,0,1
27367000,103.3,3,1,0,1,0,1,1
28264000,126.6,3,1,1,1,1,0,1
33489000,123.2,2,1,3,1,1,1,1
18989000,93.0,2,1,0,1,0,0,1
28230000,153.3,5,1,0,2,0,1,0
25979000,103.7,3,1,0,2,0,1,1
16242000,93.4,3,1,0,1,0,1,1
22285000,75.1,2,1,0,1,0,1,1
33904000,140.0,4,1,0,1,0,1,1
16996000,69.3,1,1,1,1,1,1,0
17704000,120.3,3,1,0,1,0,1,0
13918000,82.2,3,1,0,1,0,1,0
20580000,136.8,4,1,0,2,0,1,1
17692000,105.6,3,1,0,2,0,1,0
28458000,91.2,2,1,0,1,1,1,0
17187000,76.5,2,1,0,1,0,1,0
44140000,134.8,2,1,1,1,1,1,1
21500000,75.3,2,1,0,1,0,0,1
29156000,89.4,2,1,2,1,0,0,1
16351000,63.2,2,1,0,1,0,0,1
19391000,72.2,2,1,0,1,0,1,0
24972000,81.5,1,1,0,2,0,1,0
14806000,75.6,1,1,1,1,0,0,1
31472000,115.1,4,2,0,2,1,1,1
19772000,82.0,2,1,0,1,0,1,0
25394000,98.7,2,1,0,1,0,1,0
13200000,56.6,1,1,0,1,0,1,0
13500000,91.5,2,1,0,1,0,0,1
33850000,119.0,3,1,0,1,1,1,1
24252000,89.6,2,1,2,1,1,1,1
15296000,53.6,1,1,0,1,0,1,0
17968000,84.9,2,1,0,1,0,1,0
42150000,113.9,4,2,1,2,2,1,1
13300000,72.2,2,1,0,1,0,1,0
13857000,64.8,2,1,0,1,0,1,0
21800000,91.2,2,1,0,1,0,1,1
42321000,118.6,3,1,0,1,0,1,1
20970000,64.0,1,1,1,1,0,0,1
24844000,95.8,2,1,1,1,0,1,0
6704000,83.6,3,1,0,2,0,1,0
18025000,76.7,1,1,0,1,0,1,0
16471000,97.4,3,1,2,1,0,1,0
11480000,44.0,1,1,0,1,0,0,1
27653000,93.3,2,1,0,1,0,0,1
11600000,54.3,1,1,1,1,0,1,0
18386000,77.7,2,1,0,1,0,1,0
22000000,87.0,2,1,1,1,1,1,0
22923000,65.0,1,1,1,1,1,0,1
9487000,58.1,1,1,0,1,0,1,0
27000000,129.2,3,1,0,2,0,1,0
17069000,81.7,2,1,0,1,0,1,0
18753000,59.4,1,1,0,1,0,1,0
18060000,68.0,1,1,0,1,0,1,0
17964000,61.9,1,1,0,1,0,1,0
15990000,92.2,3,1,0,1,0,1,1
24257000,128.4,3,1,0,2,0,1,1
13889000,49.7,1,1,0,1,0,0,1
12866000,73.3,2,1,0,1,0,1,0
22750000,72.9,2,1,0,1,1,1,0
37118000,91.3,1,1,4,1,1,0,1
40366000,129.7,3,1,0,1,0,0,1
16224000,85.3,2,1,1,1,0,1,0
27457000,121.7,3,1,0,1,0,1,0
23493000,103.4,3,1,1,1,1,1,0
21289000,79.0,2,1,0,1,0,0,1
16139000,64.3,2,1,0,1,0,1,0
13050000,111.9,4,1,0,1,0,1,0
31559000,149.5,6,1,0,1,0,1,0
23490000,84.1,2,1,1,1,1,1,1
32747000,102.5,2,1,1,1,1,1,1
34230000,127.5,5,2,0,1,0,1,0
27247000,72.6,1,1,0,1,1,0,1
20479000,68.8,3,1,0,1,0,1,0
