"kdagur","nuvirdi","teg_eign","svfn","byggar","mbstig","efstah","lyfta","ibm2","fjhaed","fjbilast","fjbkar","fjsturt","fjklos","fjeld","fjherb","fjstof","fjgeym","matssvaedi","undirmatssvaedi","ibteg"
"20.2.2013",43256,"Íbúðareign",0,2008,7,8,1,"119.3",1,1,0,1,2,1,2,2,0,20,52,12
"21.2.2013",25294,"Einbýlishús",3000,1954,7,2,0,"234.7",3,0,0,2,3,1,7,2,0,3000,0,11
"21.2.2013",10759,"Íbúðareign",5200,1962,7,2,0,"79.7",1,0,1,0,1,1,2,1,2,5110,0,11
"14.2.2013",18000,"Raðhús",8200,1991,7,2,0,"136.2",2,0,0,1,2,1,3,1,0,8010,0,11
"26.2.2013",9000,"Íbúðareign",2000,1956,7,3,0,39,1,0,0,1,1,1,1,1,0,2050,0,12
"22.2.2013",13181,"Íbúðareign",0,1968,7,3,0,"65.2",1,0,1,0,1,1,1,1,1,170,0,12
"22.2.2013",19000,"Íbúðareign",0,1981,7,4,0,53,1,0,1,0,1,1,1,1,0,72,0,12
"22.2.2013",15522,"Íbúðareign",0,1969,7,3,0,"47.9",1,0,1,1,1,0,1,1,0,280,0,12
"22.2.2013",31586,"Íbúðareign",0,1926,7,4,0,111,1,0,1,0,1,1,3,2,0,25,0,12
"22.2.2013",45575,"Íbúðareign",0,1939,7,3,0,"130.7",2,1,1,1,2,1,4,3,0,70,0,12
"22.2.2013",45881,"Íbúðareign",0,2006,7,7,3,"126.5",1,1,0,1,1,1,2,1,0,90,46,12
"20.2.2013",20961,"Íbúðareign",0,1994,7,3,0,"88.3",1,0,1,1,1,1,3,1,1,130,0,12
"25.2.2013",28019,"Raðhús",0,1972,7,1,0,"133.3",1,0,1,1,1,1,4,2,0,161,0,11
"22.2.2013",19411,"Íbúðareign",0,1930,7,3,0,"47.7",1,0,0,1,1,1,1,1,0,20,0,12
"22.2.2013",25200,"Íbúðareign",0,1946,7,3,0,"108.1",1,0,1,0,1,1,3,1,0,80,2,12
"22.2.2013",42000,"Einbýlishús",1604,2005,7,2,0,"147.1",2,0,1,1,2,1,4,1,1,810,0,11
"25.2.2013",66304,"Einbýlishús",0,1974,7,1,0,"214.3",1,0,1,1,2,1,4,2,0,75,0,11
"14.2.2013",22902,"Íbúðareign",0,1929,7,3,0,"70.2",1,0,1,1,0,1,2,1,1,11,0,12
"25.2.2013",23050,"Íbúðareign",0,1948,7,3,0,"57.3",1,0,0,1,1,1,1,1,0,25,0,12
"22.2.2013",10042,"Íbúðareign",5200,1978,7,3,0,"82.3",1,0,1,0,1,1,2,1,1,5110,0,12
"26.2.2013",42724,"Einbýlishús",6000,2001,7,2,0,"141.4",2,0,1,2,2,1,3,1,2,6030,0,11
"20.2.2013",17452,"Íbúðareign",1400,1955,7,3,0,"76.5",1,0,1,0,1,1,2,1,2,600,0,12
"20.2.2013",37388,"Íbúðareign",1400,2009,7,5,2,"126.1",1,1,1,1,2,1,2,1,0,600,18,12
"26.2.2013",49304,"Einbýlishús",1400,1992,7,2,0,"181.4",2,0,1,1,2,1,3,2,0,620,0,11
"22.2.2013",49100,"Einbýlishús",1300,1966,7,1,0,"132.7",1,0,1,0,2,1,4,2,0,560,0,11
"25.2.2013",16900,"Íbúðareign",1400,1965,7,4,0,"81.6",1,0,1,0,1,1,2,1,2,600,0,12
"15.2.2013",3199,"Íbúðareign",4607,1975,7,3,0,"91.7",1,0,1,0,1,1,3,1,1,4020,0,12
"25.2.2013",21932,"Parhús",2000,1984,7,1,0,"100.6",1,0,1,1,1,1,3,1,0,2050,0,11
"18.2.2013",6945,"Íbúðareign",2000,1953,7,2,0,"76.5",2,0,0,1,1,1,3,2,1,2040,0,11
"22.2.2013",16691,"Íbúðareign",0,1942,7,3,0,"46.1",1,0,0,1,1,1,1,1,0,72,3,12
"22.2.2013",22984,"Íbúðareign",0,1960,7,8,2,"96.1",1,0,1,0,1,1,2,2,1,100,0,12
"22.2.2013",56409,"Parhús",1100,1999,7,2,0,"153.7",2,0,0,1,2,1,2,3,1,400,0,11
"22.2.2013",23719,"Íbúðareign",0,1958,7,4,0,106,1,0,0,1,1,1,3,1,0,100,0,12
"21.2.2013",21821,"Íbúðareign",0,1957,7,4,0,77,1,0,1,0,1,1,2,1,0,80,17,12
"22.2.2013",21000,"Íbúðareign",0,1986,7,5,0,"81.9",1,1,1,0,1,1,2,1,1,72,0,12
"22.2.2013",28000,"Íbúðareign",0,1985,7,4,0,"109.7",2,1,1,0,2,1,4,1,0,72,0,12
"26.2.2013",26200,"Parhús",8200,2005,7,1,0,"135.6",1,0,0,1,1,1,2,1,1,8010,0,11
"22.2.2013",17863,"Íbúðareign",0,1956,7,2,0,"90.9",1,0,1,0,1,1,1,2,1,100,0,12
"26.2.2013",34457,"Raðhús",0,1994,7,1,0,"103.5",1,0,0,1,1,1,3,1,0,130,0,11
"20.2.2013",14836,"Íbúðareign",0,1978,7,4,0,"50.4",1,0,1,0,1,1,1,1,1,72,0,12
"25.2.2013",39616,"Einbýlishús",1604,1978,7,1,0,"140.6",1,0,1,1,1,1,4,1,1,800,0,11
"22.2.2013",68111,"Parhús",1100,1988,7,2,0,245,2,0,0,1,2,1,6,1,0,400,0,11
"25.2.2013",10874,"Íbúðareign",0,1974,7,4,0,"46.9",1,0,0,1,1,1,1,1,0,150,22,12
"14.2.2013",32298,"Íbúðareign",0,2006,7,4,0,"96.4",2,0,0,1,1,1,1,2,0,25,0,12
"26.2.2013",15692,"Íbúðareign",0,1973,7,7,1,"73.2",1,0,1,0,1,1,2,1,1,160,21,12
"21.2.2013",15652,"Íbúðareign",0,1974,7,7,1,"71.4",1,0,1,0,1,1,2,1,0,160,0,12
"25.2.2013",19993,"Íbúðareign",0,1969,7,3,0,"103.4",2,0,1,0,1,1,3,1,0,170,0,12
"26.2.2013",43478,"Íbúðareign",0,1986,7,2,0,"172.2",1,0,1,1,2,1,4,2,0,120,0,11
"18.12.2012",20000,"Íbúðareign",0,1972,7,4,0,"72.2",1,0,1,0,1,1,2,1,1,161,0,12
"27.2.2013",23917,"Íbúðareign",8000,1948,7,2,0,"145.5",1,0,0,1,1,1,3,2,1,8200,0,11
"22.2.2013",27652,"Íbúðareign",1400,2009,7,5,2,"104.6",1,1,1,1,1,1,2,1,0,600,18,12
"24.1.2013",58907,"Íbúðareign",1300,2008,7,4,2,"119.6",1,1,1,1,1,1,4,2,1,510,0,12
"26.2.2013",24277,"Íbúðareign",0,1999,7,3,0,"93.8",1,0,1,0,1,1,3,1,0,130,0,12
"25.2.2013",31451,"Íbúðareign",0,1961,7,2,0,"115.1",1,0,1,1,1,1,3,2,0,100,0,12
"26.2.2013",34535,"Íbúðareign",0,1999,7,2,0,"122.7",1,0,1,1,1,1,2,1,1,140,0,12
"21.2.2013",20842,"Íbúðareign",0,1944,7,2,0,"74.5",1,0,0,1,1,1,2,1,1,90,12,12
"21.2.2013",26817,"Íbúðareign",0,1986,7,7,1,"85.4",1,0,0,1,1,1,2,1,1,90,0,12
"26.2.2013",17500,"Íbúðareign",0,1981,7,4,0,53,1,0,1,0,1,1,1,1,0,72,0,12
"25.2.2013",18281,"Íbúðareign",0,1986,7,2,0,"56.3",1,0,1,0,1,1,1,1,0,72,0,12
"22.2.2013",18175,"Íbúðareign",0,1951,7,4,0,"69.1",1,0,1,0,1,1,1,1,0,90,12,12
"26.2.2013",23377,"Íbúðareign",0,1995,7,3,0,"103.4",1,0,1,1,1,1,2,1,2,130,0,12
"26.2.2013",13570,"Íbúðareign",3709,1978,7,2,0,58,1,0,1,0,1,1,2,1,0,3110,0,12
"27.2.2013",19994,"Parhús",8200,1991,7,1,0,"105.2",1,0,0,1,1,1,3,1,0,8010,0,11
"26.2.2013",35200,"Raðhús",1300,2007,7,2,0,"144.1",2,0,1,1,2,1,3,1,1,700,0,11
"27.2.2013",19538,"Einbýlishús",6612,1992,7,1,0,"173.2",2,0,0,1,2,1,4,2,0,6215,0,11
"20.2.2013",16461,"Íbúðareign",7300,1979,7,2,0,"155.4",1,0,1,1,1,1,5,2,0,7150,0,12
"12.2.2013",21979,"Íbúðareign",0,1947,7,4,0,"79.7",1,0,0,1,1,1,2,2,1,25,0,12
"26.2.2013",16476,"Íbúðareign",0,1979,7,3,0,"66.9",1,0,1,0,1,1,1,2,1,150,0,12
"27.2.2013",37169,"Íbúðareign",0,2007,7,6,4,"96.2",1,1,0,1,1,1,2,1,0,280,0,12
"6.2.2013",32335,"Íbúðareign",0,1976,7,1,0,353,2,0,1,2,3,1,7,3,3,160,0,11
"13.2.2013",57895,"Einbýlishús",0,1969,7,1,0,"245.6",2,0,1,1,2,1,6,4,0,170,0,11
"26.2.2013",18883,"Íbúðareign",0,1977,7,3,0,"73.5",1,1,1,0,1,1,1,1,1,150,22,12
"22.2.2013",43547,"Einbýlishús",0,1994,7,1,0,"120.1",1,0,1,0,1,1,3,1,0,130,0,11
"27.2.2013",22936,"Íbúðareign",1604,1987,7,4,0,"109.4",1,0,1,1,1,1,2,1,0,800,0,12
"27.2.2013",32314,"Íbúðareign",1100,1971,7,3,0,"105.6",1,0,1,0,1,1,4,1,0,400,0,12
"12.2.2013",7722,"Íbúðareign",2000,1977,7,3,0,"64.4",1,0,1,0,1,1,1,1,1,2040,0,12
"28.2.2013",18174,"Íbúðareign",1400,2001,7,3,0,"61.8",1,0,0,1,1,1,1,1,0,640,0,12
"28.2.2013",44917,"Einbýlishús",1400,1973,7,1,0,141,1,0,1,1,2,1,4,2,0,600,0,11
"1.3.2013",87567,"Einbýlishús",1300,1984,8,2,0,"242.6",2,0,1,1,2,1,3,3,1,540,0,11
"7.2.2013",19793,"Íbúðareign",1000,1979,7,8,1,"97.4",1,0,1,0,1,1,3,1,0,320,62,12
"22.2.2013",17483,"Íbúðareign",1000,1969,7,4,0,"81.7",1,0,1,0,1,1,2,1,1,300,0,12
"28.2.2013",30197,"Íbúðareign",1000,2000,7,2,0,"105.4",1,0,1,1,1,1,3,1,0,340,0,12
"27.2.2013",27569,"Íbúðareign",1000,2002,7,5,1,"113.4",1,1,1,0,1,1,3,1,0,340,0,12
"26.2.2013",34343,"Raðhús",1000,1972,7,1,0,"139.9",2,0,1,1,2,1,7,1,0,320,0,11
"26.2.2013",41686,"Raðhús",1000,2002,7,2,0,"134.9",2,0,1,1,2,1,4,1,2,340,0,11
"21.2.2013",22642,"Íbúðareign",0,1991,7,6,2,"65.3",1,0,0,1,1,1,1,1,1,281,0,12
"26.2.2013",18985,"Íbúðareign",1604,1995,7,3,0,"82.4",1,0,1,0,1,1,3,1,1,800,0,12
"21.2.2013",13757,"Íbúðareign",0,1967,7,3,0,"55.4",1,0,1,0,1,1,1,1,0,200,0,12
"28.2.2013",17917,"Íbúðareign",0,1926,7,3,0,"62.4",1,0,1,0,1,1,2,1,0,90,20,12
"1.3.2013",30005,"Einbýlishús",3000,1976,7,1,0,144,1,0,1,1,2,1,4,2,0,3000,0,11
"1.3.2013",20076,"Íbúðareign",3000,1998,7,2,0,"113.3",1,0,0,1,1,1,3,1,1,3000,0,12
"17.12.2012",24916,"Einbýlishús",8721,1955,7,2,0,"276.2",3,0,1,1,3,1,10,2,0,8055,0,11
"20.2.2013",21679,"Íbúðareign",2000,1953,7,2,0,"142.2",2,0,1,0,2,1,4,2,1,2050,0,11
"21.2.2013",9922,"Íbúðareign",2000,1976,7,3,0,"66.8",1,0,1,0,1,1,2,1,1,2050,0,12
"28.2.2013",13670,"Íbúðareign",1400,1991,7,3,0,"62.5",1,0,0,1,1,1,1,1,1,620,0,12
"23.2.2013",26696,"Íbúðareign",0,1984,7,4,0,"82.2",1,1,1,1,1,1,2,1,1,85,0,12
"27.2.2013",14195,"Íbúðareign",0,1944,7,3,0,"54.5",1,0,0,1,1,1,1,1,0,20,25,12
"27.2.2013",50788,"Íbúðareign",0,1978,7,4,2,"160.6",2,0,1,0,2,1,4,1,1,20,26,12
"27.2.2013",26936,"Íbúðareign",0,1959,7,4,0,108,1,0,1,0,1,1,2,1,1,100,0,12
"20.2.2013",34036,"Einbýlishús",0,1973,7,2,0,"146.8",2,0,1,1,2,1,4,1,0,160,0,11
"28.2.2013",31288,"Íbúðareign",1100,1972,7,4,0,"114.6",1,0,1,0,1,1,3,1,2,400,0,12
"21.2.2013",20994,"Íbúðareign",0,1935,7,2,0,"52.3",1,0,0,1,1,1,1,1,1,25,0,12
"22.2.2013",15478,"Íbúðareign",0,1975,7,4,0,"58.8",1,0,1,0,1,1,2,1,1,150,24,12
"28.2.2013",5942,"Íbúðareign",4607,1983,7,2,0,"91.9",2,0,1,0,1,1,1,1,1,4020,0,12
"1.3.2013",46061,"Raðhús",1300,1974,7,1,0,"143.6",1,0,1,1,1,1,3,1,0,500,0,11
"28.2.2013",24802,"Íbúðareign",1400,1976,7,4,0,"134.6",2,0,1,0,1,1,5,1,1,600,0,12
"1.3.2013",32516,"Íbúðareign",1400,2001,7,2,0,"119.9",1,0,1,0,1,1,3,1,0,640,0,12
"1.3.2013",40821,"Íbúðareign",1300,2007,7,2,0,"128.1",1,0,1,0,1,1,3,1,0,511,0,12
"1.3.2013",38408,"Íbúðareign",1000,2006,7,4,1,"141.3",1,1,1,1,1,1,3,1,1,351,0,12
"1.3.2013",5629,"Íbúðareign",7708,1965,7,2,0,111,1,0,1,0,1,1,4,1,0,7210,0,11
"28.2.2013",24408,"Íbúðareign",6000,2006,7,2,0,110,1,0,1,1,1,1,2,1,1,6010,0,11
"28.2.2013",36330,"Parhús",6000,2005,7,1,0,125,1,0,1,1,1,1,4,1,1,6010,0,11
"28.2.2013",33262,"Raðhús",6000,2003,7,1,0,"112.7",1,0,0,1,1,1,3,1,1,6030,0,11
"15.2.2013",36673,"Einbýlishús",6000,2003,7,1,0,"117.9",1,0,0,1,1,1,4,1,1,6010,0,11
"28.2.2013",9728,"Íbúðareign",4200,1978,7,3,0,"102.9",1,0,1,0,1,1,3,1,0,4110,0,12
"13.2.2013",54767,"Einbýlishús",6000,2007,8,2,0,"269.4",2,0,1,2,3,1,5,2,1,6010,0,11
"28.2.2013",45281,"Einbýlishús",6000,2006,7,1,0,"149.4",1,0,1,1,1,1,4,1,0,6010,0,11
"28.2.2013",13880,"Íbúðareign",2506,1965,7,2,0,"122.4",1,0,1,0,1,1,2,2,0,2010,0,11
"5.3.2013",33719,"Einbýlishús",1400,1930,7,3,0,"134.2",3,0,0,2,2,2,3,3,0,600,0,11
"5.3.2013",24401,"Íbúðareign",1400,2007,7,6,3,"84.9",1,1,1,0,1,1,2,1,0,680,105,12
"5.3.2013",26019,"Íbúðareign",1400,2011,7,4,1,"103.2",1,0,1,1,1,1,3,1,0,630,0,12
"4.3.2013",22917,"Íbúðareign",1400,2008,7,4,2,"75.4",1,1,0,1,1,1,1,1,0,600,18,12
"5.3.2013",65983,"Einbýlishús",1300,2013,7,1,0,"185.4",1,0,1,1,2,1,4,1,2,530,0,11
"27.2.2013",7607,"Einbýlishús",6100,1971,7,1,0,135,1,0,1,1,1,1,4,1,0,6240,0,11
"28.2.2013",21354,"Íbúðareign",0,1956,7,4,0,"59.1",1,0,1,0,1,1,2,1,1,72,0,12
"27.2.2013",21347,"Íbúðareign",0,1960,7,2,0,"66.1",1,0,1,0,1,1,2,1,1,100,0,12
"28.2.2013",23174,"Íbúðareign",0,2007,7,5,4,"88.8",1,1,1,0,1,1,2,1,0,270,0,12
"28.2.2013",41086,"Íbúðareign",0,1967,7,2,0,"131.2",1,0,1,0,2,1,3,1,0,80,0,12
"27.2.2013",29428,"Íbúðareign",0,1942,7,3,0,"85.4",1,0,1,0,1,1,3,1,2,25,0,12
"1.3.2013",34563,"Íbúðareign",0,1959,7,2,0,"122.7",1,0,1,0,1,1,2,1,0,100,0,12
"5.3.2013",24184,"Íbúðareign",6000,2008,7,2,0,"99.4",1,0,1,1,1,1,2,1,1,6010,0,12
"1.3.2013",45326,"Einbýlishús",6000,1978,7,1,0,"158.2",1,0,1,1,1,2,4,2,2,6040,0,11
"4.3.2013",29400,"Íbúðareign",1000,2005,7,3,3,"112.6",1,1,1,1,1,1,3,1,0,350,0,12
"1.3.2013",52762,"Einbýlishús",1000,1968,7,1,0,223,2,0,1,1,2,2,6,3,2,300,0,11
"22.2.2013",46306,"Einbýlishús",0,1964,7,2,0,"146.5",2,0,1,0,2,1,6,2,1,100,0,11
"4.3.2013",29400,"Raðhús",0,1976,7,2,0,"140.6",2,1,1,1,2,1,4,2,0,150,22,11
"6.2.2013",28814,"Íbúðareign",0,1979,7,2,0,"162.6",2,0,1,0,1,1,2,2,0,150,0,11
"15.2.2013",23986,"Íbúðareign",0,1947,7,3,0,"96.6",1,0,1,0,1,1,1,2,1,100,0,12
"28.2.2013",15028,"Íbúðareign",8200,2002,7,5,1,"73.1",1,0,0,1,1,1,1,1,1,8010,0,12
"1.3.2013",19134,"Íbúðareign",0,1966,7,8,1,"82.4",1,0,1,0,1,1,2,1,0,100,1,12
"28.2.2013",35419,"Íbúðareign",0,1958,7,2,0,"133.2",1,0,1,0,1,1,3,2,0,100,0,12
"28.2.2013",21252,"Íbúðareign",0,1926,7,4,0,67,2,0,0,1,1,1,2,1,1,20,0,12
"1.3.2013",27861,"Íbúðareign",1000,1961,7,2,0,85,1,0,1,0,1,1,2,1,1,300,0,11
"3.3.2013",66254,"Einbýlishús",1000,1978,7,2,0,"250.9",2,0,1,1,1,1,3,1,0,320,15,11
"28.2.2013",41542,"Raðhús",0,2006,7,2,0,"138.5",2,0,1,1,1,1,3,2,0,270,0,11
"1.3.2013",45821,"Parhús",1604,2000,7,1,0,"138.4",1,0,1,1,1,1,2,1,0,840,0,11
"27.2.2013",7993,"Íbúðareign",0,1968,7,3,0,"22.8",1,0,0,1,1,1,1,0,1,200,0,12
"28.2.2013",37358,"Íbúðareign",0,1972,7,3,0,"161.7",2,0,1,0,1,1,4,1,1,100,0,12
"28.2.2013",38717,"Raðhús",0,1984,7,2,0,"168.5",2,0,1,1,2,1,6,3,0,150,0,11
"1.3.2013",30395,"Íbúðareign",0,1971,7,2,0,"116.7",1,0,1,0,1,1,2,1,0,72,0,12
"28.2.2013",47314,"Einbýlishús",1604,1979,7,1,0,178,2,0,1,1,2,1,5,1,0,800,0,11
"28.2.2013",24360,"Íbúðareign",1604,1993,7,3,0,131,1,0,1,1,1,1,3,1,0,840,0,12
"28.2.2013",13500,"Íbúðareign",0,1962,7,3,0,"47.7",1,0,1,0,1,1,1,1,1,100,1,12
"20.2.2013",8400,"Raðhús",6400,1988,7,1,0,"80.8",1,0,1,1,1,1,2,1,0,6070,0,11
"6.3.2013",10216,"Íbúðareign",6000,1975,7,4,0,"76.3",1,0,1,0,1,1,2,1,0,6030,0,12
"5.3.2013",24789,"Íbúðareign",6000,1947,7,4,0,"152.7",1,0,1,0,1,1,3,2,2,6020,0,12
"24.1.2013",40731,"Íbúðareign",6000,2014,7,9,0,"123.5",1,1,0,1,1,1,3,2,1,6010,0,12
"22.1.2013",34294,"Parhús",8000,2013,7,1,0,"88.4",1,0,0,1,1,1,2,1,1,8200,0,11
"27.2.2013",23758,"Íbúðareign",8000,2008,7,3,1,"85.9",1,1,1,0,1,1,3,1,1,8200,0,12
"5.3.2013",24061,"Einbýlishús",1400,1929,7,2,0,"158.6",2,0,1,1,2,1,5,2,1,600,0,11
"1.3.2013",44604,"Íbúðareign",1300,2006,7,3,1,"139.6",1,1,1,1,1,1,3,1,1,511,0,12
"25.2.2013",16325,"Íbúðareign",1000,2010,7,5,2,"44.1",1,0,0,1,1,1,1,1,0,350,0,12
"28.2.2013",17182,"Íbúðareign",1000,1978,7,2,0,"54.8",1,0,1,0,1,1,1,1,1,320,0,12
"1.3.2013",19479,"Íbúðareign",1000,1979,7,7,1,"73.6",1,1,1,0,1,1,2,1,0,320,0,12
"11.2.2013",20483,"Íbúðareign",0,1959,7,4,0,"99.4",1,0,1,0,1,1,3,1,1,100,0,12
"14.2.2013",21030,"Íbúðareign",0,1970,7,4,0,"89.1",1,0,1,0,1,1,3,1,1,160,21,12
"14.2.2013",30949,"Raðhús",0,1981,7,2,0,"124.6",2,0,1,0,2,1,3,2,0,160,0,11
"4.3.2013",22294,"Íbúðareign",1604,1985,7,3,0,91,1,0,1,1,1,1,2,1,0,800,0,12
"20.2.2013",20257,"Íbúðareign",1400,2004,7,4,1,"84.4",1,1,1,1,1,1,2,1,1,630,0,12
"5.3.2013",20076,"Íbúðareign",1000,1955,7,2,0,"84.2",1,0,1,0,1,1,2,1,0,320,0,12
"5.3.2013",32655,"Íbúðareign",1000,1968,7,3,0,"145.8",2,0,1,0,1,1,4,1,1,320,0,12
"28.2.2013",18979,"Íbúðareign",0,1949,7,2,0,"69.7",1,0,0,1,1,1,2,1,0,100,0,12
"4.3.2013",51334,"Íbúðareign",0,1971,7,3,0,156,2,0,1,1,1,1,3,1,1,72,0,12
"1.3.2013",25150,"Íbúðareign",0,1937,7,4,0,"85.1",1,0,1,0,1,1,3,1,1,25,0,12
"26.2.2013",6917,"Íbúðareign",5200,1956,7,3,0,"78.4",1,0,1,0,1,1,3,1,0,5110,0,12
"15.2.2013",48916,"Einbýlishús",1000,1954,7,2,0,"194.6",3,0,1,0,2,1,5,2,1,320,0,11
"5.3.2013",57779,"Parhús",1000,1994,7,2,0,"244.3",3,0,1,1,2,1,6,1,1,330,0,11
"1.3.2013",24958,"Íbúðareign",1000,1998,7,3,0,"78.3",1,1,1,0,1,1,2,1,0,330,0,12
"1.3.2013",45894,"Raðhús",1000,2005,7,1,0,"119.9",1,0,1,0,1,1,2,1,1,350,0,11
"4.3.2013",40894,"Íbúðareign",0,1964,7,2,0,"148.9",1,0,1,0,2,1,4,1,2,80,0,12
"4.3.2013",26480,"Íbúðareign",0,1987,7,5,1,"76.1",1,0,0,1,1,1,2,1,1,100,0,12
"1.3.2013",25836,"Íbúðareign",0,2003,7,3,0,"84.7",1,1,1,0,1,1,2,1,0,180,0,12
"1.3.2013",16262,"Íbúðareign",0,1967,7,3,0,"79.3",1,0,1,0,1,1,2,1,0,200,0,12
"28.2.2013",35959,"Íbúðareign",0,2003,7,4,0,"141.3",1,1,0,1,1,1,3,1,0,180,0,12
"5.3.2013",19400,"Íbúðareign",0,1969,7,3,0,"81.1",1,0,1,0,1,1,2,1,1,170,0,12
"4.3.2013",30959,"Íbúðareign",0,1957,7,5,0,"115.2",1,0,1,0,1,1,3,1,1,11,0,12
"8.3.2013",38000,"Einbýlishús",6000,1971,7,1,0,"151.2",1,0,1,1,2,1,4,1,0,6030,0,11
"6.3.2013",19900,"Íbúðareign",2000,2008,7,2,0,"91.6",1,0,0,1,1,1,1,1,1,2040,0,12
"7.3.2013",39626,"Raðhús",1300,1972,7,1,0,136,1,0,1,0,2,1,3,2,0,500,0,11
"7.3.2013",21960,"Íbúðareign",0,1986,7,7,1,"69.9",1,0,0,1,1,1,1,1,1,90,0,12
"28.2.2013",27641,"Íbúðareign",0,1957,7,3,0,"72.8",1,0,1,0,1,1,2,1,1,70,0,12
"5.3.2013",22340,"Íbúðareign",0,1958,7,4,0,"76.4",1,0,1,0,1,1,2,1,1,100,0,12
"5.3.2013",84843,"Íbúðareign",0,2008,7,9,3,165,1,1,1,1,2,1,2,1,0,20,51,12
"5.3.2013",79903,"Íbúðareign",0,2008,7,9,3,165,1,1,1,1,2,1,2,1,0,20,51,12
"5.3.2013",18931,"Íbúðareign",0,1991,7,3,0,"79.9",1,1,1,0,1,1,2,1,0,130,0,12
"5.3.2013",23367,"Íbúðareign",0,1965,7,9,1,"92.4",1,0,1,0,1,1,2,1,0,100,0,12
"8.3.2013",27686,"Íbúðareign",1400,1992,7,3,0,"121.4",2,0,0,1,1,1,4,2,2,620,0,12
"28.2.2013",32292,"Íbúðareign",1000,1963,7,2,0,"107.9",1,0,0,1,1,1,4,1,0,320,0,11
"6.3.2013",18045,"Íbúðareign",0,1960,7,4,0,"70.2",1,0,0,1,1,1,1,1,0,100,0,12
"5.3.2013",30315,"Íbúðareign",0,1954,7,3,0,"73.3",1,0,1,0,1,1,3,2,0,70,0,12
"5.3.2013",7181,"Íbúðareign",0,1978,7,3,0,"27.3",1,0,0,1,1,1,0,1,0,150,22,12
"7.3.2013",11992,"Íbúðareign",0,1972,7,4,0,"58.5",1,0,1,0,1,1,1,1,1,160,21,12
"5.3.2013",16455,"Íbúðareign",0,1986,7,6,1,"83.1",1,0,1,0,1,1,2,2,2,220,0,12
"7.3.2013",25957,"Íbúðareign",0,1965,7,8,2,"97.3",1,0,1,0,1,1,3,1,0,100,0,12
"4.3.2013",22259,"Íbúðareign",0,1995,7,3,0,"90.4",1,1,1,0,1,1,2,1,1,130,0,12
"7.3.2013",11472,"Íbúðareign",0,1974,7,4,0,"57.7",1,0,1,0,1,1,1,1,1,161,0,12
"7.3.2013",23543,"Íbúðareign",0,1990,7,3,0,"112.4",1,0,1,1,1,1,4,2,1,120,0,12
"7.3.2013",12166,"Íbúðareign",6000,1989,7,3,0,"83.3",1,0,1,0,1,1,2,1,1,6040,0,12
"8.3.2013",25719,"Raðhús",6000,1960,7,2,0,"103.3",2,0,1,0,2,1,4,1,2,6030,0,11
"6.3.2013",38200,"Einbýlishús",1000,1994,8,1,0,"208.8",1,0,0,1,1,1,3,2,3,350,0,11
"1.3.2013",18619,"Íbúðareign",1000,1989,7,2,0,"64.5",1,0,0,1,1,1,2,1,0,330,0,11
"8.2.2013",30271,"Íbúðareign",1604,2006,7,4,1,"134.5",1,1,1,1,1,1,3,1,0,810,0,12
"7.3.2013",17537,"Íbúðareign",0,1947,7,2,0,"68.4",1,0,0,1,1,1,1,2,1,100,0,11
"7.3.2013",27432,"Íbúðareign",0,1974,7,2,0,"93.3",1,0,1,1,1,1,3,1,1,283,0,12
"7.3.2013",46564,"Raðhús",0,1929,7,3,0,"151.9",2,0,2,1,2,3,4,4,0,11,0,11
"5.3.2013",23240,"Íbúðareign",0,1993,7,9,2,70,1,0,0,1,1,1,1,1,1,150,0,12
"4.3.2013",61381,"Einbýlishús",0,1999,7,1,0,"171.6",1,0,1,1,2,0,0,0,0,140,0,11
"7.3.2013",44817,"Einbýlishús",0,1984,7,1,0,"142.8",1,0,1,1,2,1,5,1,0,120,0,11
"8.3.2013",21297,"Íbúðareign",1000,1990,7,3,0,"76.3",1,0,1,0,1,1,2,1,0,330,0,12
"28.2.2013",25859,"Íbúðareign",0,1965,7,4,0,88,1,0,1,0,1,1,3,1,0,85,17,12
"1.3.2013",30479,"Íbúðareign",0,1985,7,5,0,"116.6",2,0,0,1,1,1,4,1,1,72,3,12
"8.3.2013",25950,"Íbúðareign",0,1960,7,4,0,"95.5",1,0,1,0,1,1,3,1,1,100,0,12
"7.3.2013",18670,"Íbúðareign",0,1985,7,4,0,"70.1",1,0,0,1,1,1,1,1,0,100,0,12
"7.3.2013",59634,"Parhús",1300,2002,7,2,0,"165.6",2,0,1,1,2,1,3,3,1,520,0,11
"28.2.2013",17387,"Íbúðareign",1400,1923,7,3,0,"79.9",1,0,0,1,1,1,1,1,0,600,0,12
"4.3.2013",27134,"Íbúðareign",1000,2002,7,9,2,"91.7",1,0,0,1,1,1,2,1,0,340,0,12
"27.2.2013",20718,"Íbúðareign",8000,1996,7,3,0,"72.8",1,0,0,1,1,1,2,1,1,8200,0,12
"7.2.2013",39662,"Einbýlishús",0,1985,7,2,0,"217.8",3,0,1,1,4,1,4,2,0,150,0,11
"11.3.2013",43852,"Einbýlishús",1400,2004,8,2,0,"156.9",2,0,1,1,2,1,3,2,2,630,0,11
"11.3.2013",40979,"Raðhús",1400,1982,7,2,0,"221.3",3,0,1,2,2,1,7,1,0,600,0,11
"8.3.2013",21946,"Íbúðareign",0,1968,7,3,0,81,1,0,1,1,1,1,3,1,1,280,0,12
