"kdagur","nuvirdi","teg_eign","svfn","byggar","mbstig","efstah","lyfta","ibm2","fjhaed","fjbilast","fjbkar","fjsturt","fjklos","fjeld","fjherb","fjstof","fjgeym","matssvaedi","undirmatssvaedi","ibteg"
"25.2.2015",23782,"Íbúðareign",0,1954,7,3,0,"54.6",1,0,1,0,1,1,2,1,0,90,0,12
"2.3.2015",32386,"Íbúðareign",0,1983,7,4,0,"85.4",1,1,1,0,1,1,2,1,1,72,0,12
"25.2.2015",62448,"Íbúðareign",0,2014,7,7,3,"121.9",1,1,1,2,2,1,3,1,1,20,47,12
"6.2.2015",52762,"Íbúðareign",0,2014,7,7,3,"121.8",1,1,1,2,2,1,3,1,1,20,47,12
"6.2.2015",24055,"Raðhús",8716,2005,7,1,0,108,1,0,1,0,1,1,2,1,1,8020,0,11
"3.3.2015",32188,"Íbúðareign",0,2004,7,3,1,"92.5",1,0,1,0,1,1,2,1,0,180,0,12
"16.1.2015",23395,"Íbúðareign",0,1968,7,3,0,"91.1",1,0,1,0,1,1,3,1,1,170,0,12
"4.3.2015",24436,"Íbúðareign",0,1990,7,4,0,"75.4",1,0,1,0,1,1,1,2,0,120,0,12
"5.3.2015",33256,"Íbúðareign",1400,2003,7,4,1,"124.8",1,1,1,0,1,1,4,1,1,630,0,12
"5.3.2015",25679,"Íbúðareign",1400,1966,7,3,0,79,1,0,1,0,1,1,2,1,2,600,0,12
"17.2.2015",51774,"Raðhús",0,2000,7,1,0,"146.7",1,0,1,1,1,1,3,1,1,140,0,11
"27.2.2015",39687,"Íbúðareign",1000,1994,7,4,0,165,2,0,1,1,1,1,4,2,1,330,0,12
"2.3.2015",33483,"Íbúðareign",0,1945,7,3,0,"81.4",1,0,1,0,1,1,2,1,0,70,0,12
"3.3.2015",28411,"Íbúðareign",0,2003,7,5,0,"95.3",1,1,0,1,1,1,3,1,0,180,0,12
"27.2.2015",38960,"Íbúðareign",1000,1961,7,2,0,"125.7",1,0,1,0,1,1,3,2,1,320,0,11
"2.3.2015",35479,"Íbúðareign",0,1978,7,3,0,"83.9",1,0,1,0,1,1,2,1,0,11,0,12
"20.2.2015",24890,"Íbúðareign",0,1947,7,2,0,"78.1",1,0,0,1,1,1,2,1,0,100,0,12
"2.3.2015",28000,"Íbúðareign",0,2006,8,4,1,"91.5",1,1,1,0,1,1,2,1,0,180,0,12
"5.3.2015",33472,"Íbúðareign",1000,1999,7,5,0,"98.2",1,0,1,0,1,1,2,1,0,340,0,12
"23.2.2015",20329,"Íbúðareign",3000,2015,5,8,2,"75.1",1,0,1,0,1,1,1,1,1,3000,0,12
"4.3.2015",18721,"Íbúðareign",1400,1954,7,2,0,74,1,0,1,0,1,1,2,2,0,680,0,12
"4.3.2015",33907,"Einbýlishús",1000,1949,7,1,0,"99.2",1,0,1,0,1,1,3,1,0,300,0,11
"5.3.2015",31000,"Einbýlishús",3000,1968,7,1,0,"203.2",2,0,1,0,1,1,5,2,0,3000,0,11
"6.3.2015",13623,"Íbúðareign",6000,1984,7,3,0,"60.7",1,0,1,0,1,1,1,1,0,6040,0,12
"5.3.2015",10000,"Einbýlishús",6400,1924,7,2,0,"123.2",2,0,1,0,1,1,4,1,0,6140,0,11
"24.2.2015",23863,"Einbýlishús",7708,1971,7,1,0,"133.8",1,0,1,1,2,1,4,1,1,7210,0,11
"24.2.2015",57585,"Íbúðareign",0,1978,7,1,0,"229.1",2,0,2,1,2,2,5,3,1,150,0,11
"3.3.2015",19286,"Íbúðareign",0,1921,7,3,0,"37.8",1,0,0,1,1,1,1,1,0,20,0,12
"26.2.2015",6942,"Íbúðareign",0,1967,7,3,0,"17.7",1,0,0,0,0,0,1,0,0,200,0,12
"5.3.2015",20592,"Íbúðareign",1000,1985,7,3,0,59,1,0,1,0,1,1,1,1,0,300,0,12
"2.3.2015",36489,"Íbúðareign",1400,2003,7,5,1,"133.6",1,0,1,1,1,1,4,1,8,630,0,12
"5.3.2015",42432,"Raðhús",1300,1976,7,2,0,148,2,0,1,0,2,1,3,1,0,500,0,11
"12.1.2015",27252,"Íbúðareign",1000,2014,7,2,2,"72.1",1,1,1,0,1,1,1,1,1,320,0,12
"12.1.2015",27252,"Íbúðareign",1000,2014,7,2,2,"72.1",1,1,1,0,1,1,1,1,1,320,0,12
"23.2.2015",25621,"Íbúðareign",0,1978,7,4,0,"96.8",1,1,1,1,1,1,3,1,1,150,22,12
"3.3.2015",57810,"Einbýlishús",1100,1945,7,2,0,249,3,0,1,2,3,2,6,2,3,400,0,11
"2.3.2015",48982,"Íbúðareign",1100,1969,7,2,0,"110.1",1,0,0,1,1,2,5,1,0,400,0,11
"3.3.2015",67532,"Einbýlishús",1100,1978,7,1,0,"273.4",2,0,1,1,3,1,5,2,0,400,0,11
"4.3.2015",22290,"Íbúðareign",0,1936,7,2,0,50,1,0,1,0,1,1,2,1,0,90,12,11
"5.3.2015",52238,"Raðhús",0,1972,7,1,0,"129.8",1,0,1,1,2,1,4,2,1,280,0,11
"5.3.2015",19986,"Íbúðareign",1000,1966,7,3,0,"62.6",1,0,1,0,1,1,3,1,0,320,0,12
"24.2.2015",18972,"Íbúðareign",0,1963,7,9,1,"50.1",1,0,1,0,1,1,1,1,2,100,0,12
"26.1.2015",28688,"Íbúðareign",0,2005,7,5,1,"95.7",1,1,0,1,1,1,1,1,0,130,0,12
"5.3.2015",20427,"Íbúðareign",0,1989,7,4,1,50,1,0,0,1,1,1,1,1,0,25,0,12
"4.3.2015",23162,"Íbúðareign",0,1937,7,2,0,"68.2",1,0,1,1,1,1,1,2,0,72,3,12
"5.3.2015",18000,"Íbúðareign",0,1963,7,4,0,"57.8",1,0,1,0,1,1,1,1,1,91,28,12
"2.3.2015",32106,"Raðhús",0,1979,7,2,0,"143.1",2,1,1,1,2,1,7,2,0,150,22,11
"26.2.2015",40218,"Íbúðareign",1000,2006,7,2,0,"129.6",1,0,1,0,1,1,3,1,1,351,0,12
"20.2.2015",46730,"Einbýlishús",1000,1952,7,2,0,"139.6",2,0,1,0,2,1,5,2,0,320,0,11
"24.2.2015",19822,"Raðhús",8716,2008,7,1,0,"89.1",1,0,0,1,1,1,2,1,2,8020,0,11
"26.2.2015",13900,"Íbúðareign",8200,1995,7,3,0,"104.9",1,0,0,1,1,1,3,1,0,8010,0,12
"6.3.2015",22948,"Raðhús",8200,1982,7,1,0,"111.9",1,0,0,1,1,1,4,1,0,8010,0,11
"17.2.2015",9939,"Íbúðareign",2000,1985,7,2,0,"58.1",1,0,0,1,1,1,1,1,0,2040,0,12
"27.2.2015",7160,"Parhús",2504,1928,7,1,0,"73.5",1,0,0,1,1,1,1,1,0,2030,0,11
"5.3.2015",19581,"Raðhús",2503,2006,7,1,0,"85.1",1,1,1,0,1,1,2,1,1,2020,0,11
"3.3.2015",18715,"Einbýlishús",2000,1952,7,1,0,60,1,0,1,0,1,1,2,1,1,2040,0,11
"4.3.2015",35153,"Íbúðareign",0,1959,7,8,1,"122.4",1,0,1,0,1,1,3,2,1,100,1,12
"4.3.2015",33984,"Raðhús",0,2004,7,2,0,"113.3",2,0,1,0,1,1,3,1,1,200,0,11
"4.3.2015",34200,"Íbúðareign",0,2014,7,7,1,58,1,1,0,1,1,1,1,1,0,90,0,12
"4.3.2015",93050,"Einbýlishús",1300,1965,7,1,0,199,1,0,1,1,2,1,4,2,2,560,0,11
"5.3.2015",33279,"Parhús",2000,2006,7,1,0,"122.2",1,1,1,1,1,1,3,1,0,2040,0,11
"5.3.2015",36840,"Einbýlishús",2000,1970,7,1,0,"155.7",1,0,1,0,2,1,4,1,0,2050,0,11
"6.3.2015",18973,"Íbúðareign",2000,2002,7,8,1,"85.3",1,1,1,0,1,1,2,1,0,2050,0,12
"27.2.2015",30493,"Íbúðareign",0,1995,7,3,0,"117.1",1,0,1,0,1,1,3,1,1,130,0,12
"5.3.2015",35958,"Íbúðareign",0,1983,7,4,0,"132.2",2,0,0,2,2,1,4,2,0,220,0,12
"4.3.2015",45992,"Raðhús",1400,2009,7,2,0,"180.3",2,0,1,1,2,1,4,2,1,630,0,11
"5.3.2015",20479,"Íbúðareign",1000,1968,7,2,0,"65.8",1,0,0,1,1,1,2,1,0,320,0,12
"1.3.2015",13112,"Íbúðareign",2000,1985,7,3,0,"84.2",1,0,1,0,1,1,2,1,0,2050,0,12
"3.3.2015",47855,"Einbýlishús",0,1997,7,2,0,"110.6",2,0,1,0,1,1,4,1,0,72,0,11
"5.3.2015",54754,"Raðhús",1000,2006,7,2,0,"183.3",2,0,1,1,2,1,3,1,1,350,0,11
"18.2.2015",29043,"Íbúðareign",0,1997,7,3,0,"92.9",1,0,1,1,1,1,2,1,1,130,0,12
"27.2.2015",35178,"Íbúðareign",0,2007,7,3,0,"104.2",1,1,1,0,1,1,3,1,0,270,0,12
"4.3.2015",24831,"Íbúðareign",0,1969,7,3,0,"60.8",1,0,1,1,1,1,1,1,1,280,0,12
"27.2.2015",29464,"Íbúðareign",1400,2006,7,4,1,"92.8",1,1,0,1,1,1,2,1,0,630,0,12
"6.3.2015",42202,"Einbýlishús",1300,1984,7,1,0,127,1,0,1,1,1,1,3,1,0,700,0,11
"6.3.2015",54041,"Íbúðareign",1000,2014,7,2,2,"125.8",1,1,1,0,1,1,4,1,1,320,0,12
"6.3.2015",33989,"Íbúðareign",1300,1990,7,3,1,"97.9",1,0,0,1,1,1,2,1,0,500,0,12
"6.3.2015",28169,"Íbúðareign",1000,2004,7,3,1,"88.2",1,1,1,0,1,1,2,1,0,350,0,12
"2.3.2015",16996,"Íbúðareign",3000,1976,7,3,0,"86.8",1,0,1,0,1,1,2,1,0,3000,0,12
"27.2.2015",86704,"Einbýlishús",0,1919,7,2,0,"183.6",3,0,1,1,2,1,5,2,1,20,0,11
"9.3.2015",17257,"Íbúðareign",6000,1973,7,4,0,"75.2",1,0,1,0,1,1,2,1,1,6030,0,12
"27.2.2015",16912,"Einbýlishús",7300,1968,7,1,0,136,1,0,1,0,1,1,5,1,0,7160,0,11
"6.3.2015",15489,"Íbúðareign",8000,1906,7,3,0,"131.2",3,0,0,1,1,1,3,1,1,8200,0,11
"20.2.2015",16757,"Íbúðareign",1100,1958,7,2,0,"53.9",1,0,1,0,1,1,1,0,0,400,0,12
"27.2.2015",20147,"Íbúðareign",1000,1966,7,3,0,"64.7",1,0,1,0,1,1,2,1,0,300,0,12
"6.3.2015",26690,"Íbúðareign",0,1983,7,3,0,"64.9",1,0,1,1,1,1,1,1,4,220,0,12
"25.2.2015",28979,"Einbýlishús",1400,1964,7,1,0,116,2,0,1,0,1,1,3,2,0,680,0,11
"18.2.2015",30959,"Íbúðareign",1000,2015,7,7,1,"86.5",1,1,1,0,1,1,2,1,1,340,0,12
"5.3.2015",33767,"Íbúðareign",0,2006,7,4,1,"68.5",1,0,0,1,1,1,1,1,0,20,26,12
"11.2.2015",33894,"Íbúðareign",1000,1962,7,2,0,"115.8",1,0,1,0,1,1,3,1,0,320,0,11
"3.3.2015",32465,"Íbúðareign",0,1959,7,3,0,"89.3",1,0,1,0,1,1,4,2,0,90,0,12
"5.3.2015",47301,"Raðhús",0,2001,8,1,0,"126.8",1,0,1,1,1,1,3,1,1,140,0,11
"6.3.2015",30017,"Íbúðareign",0,1961,7,4,0,"95.3",1,0,1,0,1,1,3,1,2,283,0,12
"6.3.2015",29871,"Íbúðareign",1000,2007,7,4,1,"92.8",1,1,1,0,1,1,2,1,0,351,0,12
"6.3.2015",55593,"Einbýlishús",0,1998,7,1,0,"183.5",1,0,1,2,1,1,4,1,0,140,0,11
"28.2.2015",28993,"Íbúðareign",1000,1997,7,5,0,"85.6",1,0,1,0,1,1,2,1,1,340,0,12
"6.3.2015",20501,"Íbúðareign",1000,1968,7,1,0,"60.7",1,0,0,1,1,1,1,1,0,320,0,12
"6.3.2015",9461,"Einbýlishús",4200,1943,7,1,0,"89.5",2,0,1,0,1,1,2,1,0,4100,0,11
"4.3.2015",25230,"Íbúðareign",0,1957,7,2,0,"71.5",1,0,1,0,1,1,2,1,0,100,0,12
"6.3.2015",19347,"Íbúðareign",0,1970,7,3,0,"60.2",1,0,1,0,1,1,1,1,0,170,0,12
"5.3.2015",53444,"Parhús",1400,2007,7,1,0,"183.2",1,0,1,1,2,1,4,2,2,630,0,11
"3.3.2015",49327,"Einbýlishús",1300,1988,7,2,0,162,2,0,1,1,2,1,4,1,0,500,0,11
"12.2.2015",23400,"Íbúðareign",2000,2007,7,2,0,104,1,0,1,0,1,1,2,1,0,2040,0,12
"23.2.2015",19719,"Raðhús",2300,1972,7,1,0,"132.8",1,0,1,1,1,1,4,2,0,2060,0,11
"24.2.2015",6700,"Íbúðareign",2000,1960,7,2,0,"64.9",1,0,0,1,1,1,2,1,2,2050,0,12
"6.3.2015",27970,"Einbýlishús",2300,1979,7,1,0,"123.4",1,0,1,0,1,1,3,1,0,2060,0,11
"4.3.2015",29500,"Íbúðareign",1000,1957,7,1,0,"92.7",1,0,1,0,1,1,3,1,1,320,0,11
"5.3.2015",29807,"Íbúðareign",0,2014,7,7,1,65,1,0,0,1,1,1,1,1,1,90,0,12
"4.3.2015",20742,"Íbúðareign",0,1983,7,3,0,"63.8",1,0,1,0,1,1,1,1,1,220,0,12
"4.3.2015",56979,"Einbýlishús",1000,1969,7,1,0,"162.7",2,0,1,1,1,1,6,1,0,320,0,11
"4.3.2015",68000,"Einbýlishús",1000,1993,7,1,0,"208.8",2,0,1,1,2,1,5,3,1,330,0,11
"25.2.2015",14793,"Íbúðareign",0,1915,7,2,0,"37.6",1,0,0,1,1,1,1,1,0,20,0,12
"6.3.2015",26946,"Íbúðareign",0,1962,7,9,2,"82.6",1,0,1,0,1,1,2,1,2,100,0,12
"27.2.2015",33781,"Einbýlishús",1400,1929,7,2,0,"160.4",3,0,1,0,2,1,6,2,0,600,0,11
"6.3.2015",36055,"Íbúðareign",0,2008,7,3,1,"105.7",1,1,1,1,1,1,2,1,0,181,0,12
"6.3.2015",51873,"Íbúðareign",0,2014,7,7,1,115,1,1,0,1,1,1,3,1,0,90,0,12
"24.2.2015",34248,"Íbúðareign",1604,2004,7,4,1,"116.2",1,1,1,0,1,1,2,1,0,810,0,12
"9.3.2015",40727,"Íbúðareign",1400,2007,7,5,1,"111.4",1,1,1,1,1,1,3,1,0,600,18,12
"24.2.2015",9000,"Einbýlishús",6612,1944,7,1,0,"259.1",2,0,1,0,1,1,5,3,3,6215,0,11
"9.3.2015",32695,"Einbýlishús",6000,1997,7,2,0,"108.8",2,0,1,0,1,1,2,2,1,6020,0,11
"6.3.2015",24500,"Íbúðareign",6000,2012,7,2,0,"85.2",1,0,0,1,1,1,2,1,1,6010,0,12
"2.3.2015",14967,"Íbúðareign",2000,1988,7,3,0,"84.2",1,0,1,0,1,1,2,1,0,2050,0,12
"6.3.2015",27491,"Íbúðareign",0,1998,7,6,1,"72.3",1,1,1,0,1,1,2,1,1,20,0,12
"26.2.2015",27761,"Íbúðareign",0,1963,7,4,0,"69.3",1,0,1,0,1,1,2,1,0,91,28,12
"6.3.2015",37798,"Íbúðareign",1604,2004,7,4,1,"131.4",1,1,1,1,2,1,3,1,0,810,0,12
"4.3.2015",32529,"Íbúðareign",6000,1957,7,3,0,"115.4",2,0,1,0,1,1,3,2,3,6030,0,11
"10.3.2015",25962,"Íbúðareign",6000,1961,7,2,0,"136.6",2,0,1,0,1,1,3,2,0,6030,0,11
"10.3.2015",30362,"Íbúðareign",6000,2014,7,3,0,"108.4",1,0,0,1,1,1,3,1,1,6010,0,12
"11.3.2015",43801,"Einbýlishús",6000,1972,7,2,0,"149.9",2,0,1,1,2,1,5,3,2,6030,0,11
"6.3.2015",27787,"Íbúðareign",0,1993,7,3,0,"96.5",1,0,0,1,1,1,3,2,1,130,0,12
"5.3.2015",20972,"Íbúðareign",0,1973,7,8,1,"89.1",1,0,1,0,1,1,2,1,0,161,0,12
"2.3.2015",24738,"Íbúðareign",0,1938,7,4,0,"57.6",1,0,1,1,1,1,1,1,1,72,0,12
"5.3.2015",31900,"Íbúðareign",0,2014,7,7,1,58,1,1,0,1,1,1,1,1,0,90,0,12
"5.3.2015",22993,"Íbúðareign",0,1986,7,3,0,"53.8",1,0,0,1,1,1,1,1,1,90,0,12
"5.3.2015",82383,"Íbúðareign",1300,2015,7,3,3,"146.5",1,2,0,1,2,1,3,1,0,510,49,12
"4.3.2015",71271,"Íbúðareign",1000,2013,4,6,1,"130.5",1,2,1,1,2,1,2,1,2,320,44,12
"4.3.2015",27151,"Íbúðareign",1000,2015,7,3,1,88,1,1,0,1,1,1,1,1,1,300,60,12
"4.3.2015",32354,"Íbúðareign",1000,2015,7,3,1,"82.7",1,1,0,1,1,1,1,1,1,300,60,12
"26.1.2015",48376,"Einbýlishús",1400,1932,7,2,0,"167.1",3,0,1,1,2,2,5,4,1,600,0,11
"4.3.2015",28000,"Íbúðareign",1000,1998,7,9,2,73,1,0,1,0,1,1,2,1,1,330,0,12
"4.3.2015",33879,"Íbúðareign",0,1963,7,4,0,"104.7",1,0,1,1,1,1,4,1,1,91,0,12
"10.3.2015",36134,"Íbúðareign",1300,2015,4,4,2,"106.1",1,0,1,1,1,1,3,1,0,500,0,12
"2.3.2015",157200,"Íbúðareign",0,1926,7,2,0,"481.6",2,0,1,0,4,2,13,4,0,281,0,12
"6.3.2015",54024,"Íbúðareign",0,2014,7,7,1,"108.9",1,1,0,1,1,1,3,1,0,90,0,12
"6.3.2015",41193,"Íbúðareign",1000,1998,7,3,0,"112.2",1,0,1,1,1,1,3,1,1,340,23,12
"5.3.2015",59400,"Einbýlishús",1300,1987,7,2,0,"171.6",2,0,1,1,3,1,5,2,0,500,0,11
"9.3.2015",24315,"Raðhús",3609,2006,7,1,0,"97.5",1,0,1,0,1,1,2,1,1,3020,0,11
"12.3.2015",27979,"Einbýlishús",3000,1959,7,1,0,"176.8",2,0,1,1,2,1,5,1,0,3000,0,11
"5.3.2015",23430,"Íbúðareign",6000,2007,7,2,0,"93.2",1,0,1,0,1,1,3,1,1,6010,0,12
"9.3.2015",17100,"Íbúðareign",6000,1927,7,2,0,"135.4",2,0,0,1,1,1,3,1,1,6020,0,11
"11.3.2015",27482,"Íbúðareign",6000,1963,7,2,0,"110.1",1,0,1,0,1,1,2,1,1,6030,0,11
"11.3.2015",51731,"Einbýlishús",6000,2007,7,1,0,"183.1",1,0,1,2,2,1,3,1,2,6010,601,11
"26.2.2015",5900,"Einbýlishús",6250,1945,7,1,0,"42.5",1,0,0,0,1,1,1,0,0,6130,0,11
"6.3.2015",21476,"Íbúðareign",1000,1963,7,1,0,"64.9",1,0,1,0,1,1,1,1,0,300,0,12
"4.3.2015",31407,"Íbúðareign",1000,2001,7,2,0,"103.4",1,0,1,1,1,1,2,1,1,340,0,11
"5.3.2015",33149,"Íbúðareign",0,1961,7,4,0,"93.7",1,0,1,0,1,1,3,1,1,283,0,12
"4.3.2015",24928,"Íbúðareign",2000,2006,7,2,0,"120.6",1,0,1,0,1,1,3,1,1,2040,0,12
"3.3.2015",33186,"Íbúðareign",0,1915,7,2,0,"90.3",3,0,0,1,1,1,1,2,2,20,0,11
"10.3.2015",29480,"Íbúðareign",0,1963,7,4,0,"90.8",1,0,1,0,1,1,2,1,2,91,28,12
"2.3.2015",35700,"Íbúðareign",0,1914,7,3,0,"77.7",1,0,0,0,0,1,1,1,2,20,26,12
"9.3.2015",18500,"Íbúðareign",1000,1977,7,3,0,"52.4",1,0,0,1,1,1,1,1,0,320,0,12
"9.3.2015",36383,"Íbúðareign",1000,2000,7,2,0,"105.4",1,0,1,1,1,1,3,1,0,340,0,12
"11.3.2015",20800,"Íbúðareign",2000,1957,7,2,0,"111.9",2,0,1,0,1,1,3,1,1,2050,0,11
"9.3.2015",48737,"Einbýlishús",0,1968,7,1,0,"164.3",1,0,1,1,2,1,5,2,0,170,0,11
"6.3.2015",26000,"Íbúðareign",0,2011,7,3,1,"70.2",1,1,0,1,1,1,1,1,0,181,0,12
"22.12.2014",31880,"Íbúðareign",0,1956,7,5,0,"82.6",1,0,1,0,1,1,2,1,0,72,0,12
"9.3.2015",28827,"Íbúðareign",1000,1993,7,3,0,"97.9",1,0,1,0,1,1,3,1,0,330,0,12
"9.3.2015",24298,"Íbúðareign",1000,1971,7,10,1,"104.2",1,0,1,0,1,1,3,2,0,320,0,12
"6.3.2015",27815,"Íbúðareign",0,1981,7,4,0,"51.5",1,1,0,1,1,1,1,1,0,20,0,12
"9.3.2015",20273,"Íbúðareign",0,1984,7,3,0,"54.8",1,0,1,0,1,1,1,1,1,220,0,12
"11.3.2015",16279,"Íbúðareign",0,1979,7,9,2,39,1,0,1,0,1,1,0,1,1,170,0,12
"10.3.2015",22854,"Íbúðareign",0,1951,7,2,0,"62.4",1,0,0,1,1,1,1,1,0,284,0,11
"11.3.2015",46210,"Parhús",0,1936,7,2,0,"183.8",3,0,1,1,2,1,4,2,0,90,12,11
"10.3.2015",26944,"Íbúðareign",1000,2004,7,3,1,"81.4",1,1,1,0,1,1,2,1,0,350,0,12
"10.3.2015",34963,"Íbúðareign",1000,2005,7,2,0,"96.4",1,1,0,1,1,1,3,1,0,350,0,12
"9.3.2015",30289,"Íbúðareign",1604,2002,7,3,0,"91.5",1,0,1,0,1,1,2,1,0,840,0,12
"9.3.2015",34492,"Íbúðareign",1604,2001,7,3,0,"105.9",1,0,0,1,1,1,4,1,0,840,0,12
"12.3.2015",32586,"Raðhús",3000,1983,7,1,0,"137.4",2,0,1,0,1,1,4,1,0,3000,0,11
"11.3.2015",29500,"Íbúðareign",6000,2010,7,2,0,"109.3",1,0,0,1,1,1,2,1,1,6010,0,12
"19.2.2015",17350,"Íbúðareign",6000,1977,7,4,0,"87.9",1,0,1,0,1,1,3,1,0,6030,0,12
"6.3.2015",20200,"Íbúðareign",6000,1941,7,2,0,"150.7",2,0,1,0,2,1,6,1,3,6020,0,12
"12.3.2015",26133,"Einbýlishús",7300,1986,7,1,0,"131.5",1,0,1,1,1,1,3,1,0,7150,0,11
"10.3.2015",66241,"Einbýlishús",0,1952,7,2,0,"166.7",2,0,1,1,2,1,5,1,0,100,16,11
"11.3.2015",33467,"Íbúðareign",0,2014,7,7,1,"58.1",1,1,0,1,1,1,1,1,0,90,0,12
"10.3.2015",39995,"Íbúðareign",0,1948,7,3,0,"114.3",1,0,1,1,1,1,3,1,0,80,0,12
"10.3.2015",36798,"Íbúðareign",1100,1992,7,4,0,96,2,0,1,0,1,1,3,1,0,400,0,12
"5.3.2015",50493,"Íbúðareign",0,2014,7,7,1,"98.8",1,1,0,1,1,1,2,1,2,90,0,12
"11.3.2015",18283,"Raðhús",7620,2006,7,2,0,"92.4",2,0,0,1,2,1,2,1,1,7110,0,11
"27.2.2015",20984,"Íbúðareign",0,1986,7,5,0,"65.8",1,0,0,1,1,1,1,1,1,220,0,12
"11.3.2015",40147,"Íbúðareign",1300,1992,7,3,0,"160.2",2,0,2,2,3,2,4,4,1,500,8,12
"10.3.2015",29886,"Íbúðareign",0,1961,7,4,0,"98.7",1,0,1,0,1,1,3,1,2,283,0,12
"15.1.2015",42094,"Íbúðareign",1300,1983,7,2,0,"177.3",1,0,1,2,2,1,4,2,1,540,0,11
"11.3.2015",20592,"Íbúðareign",1300,1984,7,5,1,"49.5",1,0,0,1,1,1,1,1,1,500,0,12
"13.3.2015",16460,"Einbýlishús",4200,1949,7,1,0,"151.7",2,0,1,0,1,1,4,2,0,4100,0,11
"9.3.2015",14949,"Íbúðareign",8200,1961,7,2,0,"105.7",2,0,1,0,1,1,3,2,1,8010,0,11
"20.2.2015",18957,"Íbúðareign",0,1973,7,4,0,"72.2",1,0,1,0,1,1,2,1,1,161,0,12
"10.3.2015",34131,"Íbúðareign",0,2001,7,4,1,"112.4",1,0,0,1,1,1,2,1,1,180,0,12
"27.2.2015",12496,"Íbúðareign",8200,1995,7,3,0,"68.4",1,0,0,1,1,1,1,1,0,8010,0,12
"19.2.2015",31946,"Einbýlishús",2504,2006,7,1,0,"273.8",1,0,1,1,2,1,5,2,2,2030,0,11
"10.3.2015",28489,"Einbýlishús",2504,2005,7,1,0,"194.9",1,0,1,1,2,1,5,2,1,2030,0,11
"18.2.2015",29857,"Íbúðareign",0,1956,7,4,0,"79.1",1,0,1,0,1,1,2,1,1,80,0,12
"9.3.2015",71242,"Raðhús",1300,2007,7,2,0,"219.5",2,0,1,2,2,1,4,2,1,511,0,11
"6.3.2015",16848,"Íbúðareign",7708,1987,7,2,0,"100.3",1,0,1,0,1,1,3,1,0,7210,0,12
"6.3.2015",27100,"Íbúðareign",0,1969,7,3,0,"78.3",1,0,1,0,1,1,3,1,2,170,0,12
"11.3.2015",34409,"Íbúðareign",0,1951,7,2,0,"70.2",1,0,1,0,1,1,3,2,0,90,0,11
"10.3.2015",34897,"Íbúðareign",0,2006,7,5,1,"82.1",1,0,1,0,1,1,2,1,0,20,0,12
"11.3.2015",20676,"Íbúðareign",1000,1988,7,3,0,"65.1",1,0,1,0,1,1,1,1,0,330,0,12
"11.3.2015",55500,"Íbúðareign",0,1950,7,3,0,"100.5",1,0,1,1,1,1,2,2,0,70,0,12
"11.3.2015",23471,"Íbúðareign",1000,1979,7,8,1,"97.4",1,0,1,0,1,1,3,1,0,320,62,12
"26.2.2015",33453,"Íbúðareign",1000,1999,7,7,1,"91.7",1,1,1,1,1,1,2,1,0,340,0,12
"10.2.2015",54000,"Íbúðareign",1000,2013,7,6,1,"152.5",1,1,0,2,2,1,4,1,2,320,44,12
"10.3.2015",46210,"Íbúðareign",0,1928,7,4,0,"118.1",1,0,1,0,2,1,3,2,0,20,0,12
"10.3.2015",32998,"Íbúðareign",0,1993,7,5,1,"77.5",1,0,0,1,1,1,2,1,1,281,0,12
"12.3.2015",20406,"Íbúðareign",0,1979,7,3,0,"96.9",1,0,1,0,1,1,2,1,0,160,0,12
"11.3.2015",39415,"Íbúðareign",0,1993,7,5,1,"108.8",1,0,0,1,1,1,2,2,1,281,0,12
"3.3.2015",36300,"Einbýlishús",3609,2005,7,1,0,"141.1",1,0,1,1,1,1,3,1,0,3030,0,11
"10.3.2015",75012,"Einbýlishús",1000,1999,7,1,0,201,1,0,1,1,2,1,4,1,1,340,0,11
"16.3.2015",16379,"Íbúðareign",6000,1979,7,4,0,"79.9",1,0,1,0,1,1,2,1,1,6030,0,12
"13.3.2015",17504,"Íbúðareign",6000,1983,7,3,0,"95.7",1,0,1,0,1,1,2,1,0,6040,0,12
"11.3.2015",25100,"Íbúðareign",6000,2004,7,2,0,"90.4",1,0,1,0,1,1,2,1,1,6030,0,12
"9.3.2015",21721,"Einbýlishús",8200,1964,7,1,0,121,1,0,1,0,1,1,3,1,0,8120,0,11
"9.3.2015",22641,"Einbýlishús",8200,1977,7,1,0,"133.9",1,0,1,0,2,1,4,1,0,8120,0,11
"11.3.2015",15345,"Parhús",2506,1989,7,1,0,"77.4",1,0,1,0,1,1,3,1,0,2010,0,11
"4.2.2015",10922,"Íbúðareign",2000,1991,7,3,0,"63.3",1,0,1,1,1,1,1,1,0,2050,0,12
"12.3.2015",22486,"Íbúðareign",0,1967,7,3,0,"85.5",1,0,1,0,1,1,3,1,1,200,0,12
"6.3.2015",22683,"Íbúðareign",1000,1969,7,2,0,"106.4",1,0,1,0,1,1,3,1,1,320,0,12
"6.2.2015",108207,"Einbýlishús",0,1934,7,2,0,"205.4",3,0,1,1,2,1,5,3,1,11,0,11
"6.3.2015",29624,"Íbúðareign",0,1985,7,7,2,66,1,0,0,1,1,1,1,1,2,85,0,12
"11.3.2015",17680,"Íbúðareign",0,1926,7,2,0,38,1,0,1,0,1,1,1,1,0,20,0,12
"12.3.2015",19959,"Íbúðareign",1400,1951,7,2,0,"60.7",1,0,0,1,1,1,1,2,2,600,0,11
