"DateTime","Icelandair Group Verð ","Icelandair Group Magn"
"2016-10-20 18:00:00",25.1,18422842
"2016-10-21 18:00:00",24.5,18339592
"2016-10-24 18:00:00",24.5,14852800
"2016-10-25 18:00:00",24.85,16733599
"2016-10-26 18:00:00",24.9,20344941
"2016-10-27 18:00:00",24.4,22928840
"2016-10-28 18:00:00",24.4,47545519
"2016-10-31 18:00:00",24.2,50957053
"2016-11-01 18:00:00",24.05,9080653
"2016-11-02 18:00:00",23.7,19880229
"2016-11-03 18:00:00",24,15310449
"2016-11-04 18:00:00",23.8,2460488
"2016-11-07 18:00:00",23.9,5253178
"2016-11-08 18:00:00",23.65,3179520
"2016-11-09 18:00:00",23.35,27474375
"2016-11-10 18:00:00",23.65,3249515
"2016-11-11 18:00:00",24.4,35546581
"2016-11-14 18:00:00",23.9,5441500
"2016-11-15 18:00:00",23.3,15503956
"2016-11-16 18:00:00",23.4,5028337
"2016-11-17 18:00:00",23.45,4379950
"2016-11-18 18:00:00",23.55,9341564
"2016-11-21 18:00:00",23.5,2105000
"2016-11-22 18:00:00",23.5,18095275
"2016-11-23 18:00:00",23.85,8937714
"2016-11-24 18:00:00",24.15,21056289
"2016-11-25 18:00:00",24.05,4092530
"2016-11-28 18:00:00",24.25,9201237
"2016-11-29 18:00:00",24.45,18571876
"2016-11-30 18:00:00",23.95,34019879
"2016-12-01 18:00:00",23.85,12575600
"2016-12-02 18:00:00",23.5,4336996
"2016-12-05 18:00:00",23.3,1977815
"2016-12-06 18:00:00",23.65,7062494
"2016-12-07 18:00:00",23.5,8402912
"2016-12-08 18:00:00",23.65,28685954
"2016-12-09 18:00:00",23.75,16506883
"2016-12-12 18:00:00",23.2,12066742
"2016-12-13 18:00:00",23.2,207128
"2016-12-14 18:00:00",23.5,11219920
"2016-12-15 18:00:00",22.95,12740000
"2016-12-16 18:00:00",23.1,21741121
"2016-12-19 18:00:00",23.25,8998623
"2016-12-20 18:00:00",23.3,6982959
"2016-12-21 18:00:00",23.85,13093133
"2016-12-22 18:00:00",23.85,7194100
"2016-12-23 18:00:00",23.9,391800
"2016-12-27 18:00:00",23.55,657932
"2016-12-28 18:00:00",23.05,11549751
"2016-12-29 18:00:00",23.1,19696905
"2016-12-30 18:00:00",23.1,9921291
"2017-01-02 18:00:00",23.525,16267605
"2017-01-03 18:00:00",23.25,14258220
"2017-01-04 18:00:00",23,15959300
"2017-01-05 18:00:00",22.65,40584102
"2017-01-06 18:00:00",22.35,6737000
"2017-01-09 18:00:00",22,15124852
"2017-01-10 18:00:00",22.1,8258993
"2017-01-11 18:00:00",22.25,36004516
"2017-01-12 18:00:00",21.85,8438500
"2017-01-13 18:00:00",22,12671973
"2017-01-16 18:00:00",22,4415250
"2017-01-17 18:00:00",21.55,5473682
"2017-01-18 18:00:00",21.3,13114016
"2017-01-19 18:00:00",21.85,18398734
"2017-01-20 18:00:00",22.65,77062053
"2017-01-23 18:00:00",22.7,23160850
"2017-01-24 18:00:00",23.275,30499107
"2017-01-25 18:00:00",23.4,13918346
"2017-01-26 18:00:00",22.9,15683751
"2017-01-27 18:00:00",22.8,18200000
"2017-01-30 18:00:00",22.025,16165600
"2017-01-31 18:00:00",22.1,1375250
"2017-02-01 18:00:00",16.8,81730195
"2017-02-02 18:00:00",16.2,66288652
"2017-02-03 18:00:00",15.95,24851615
"2017-02-06 18:00:00",15.65,12285670
"2017-02-07 18:00:00",15,31598110
"2017-02-08 18:00:00",14.85,38387830
"2017-02-09 18:00:00",15.5,50791530
"2017-02-10 18:00:00",16.1,65679640
"2017-02-13 18:00:00",16.025,93806688
"2017-02-14 18:00:00",15.7,59226111
"2017-02-15 18:00:00",15.9,14197950
"2017-02-16 18:00:00",16.4,40024554
"2017-02-17 18:00:00",16.8,86763125
"2017-02-20 18:00:00",16.8,19844367
"2017-02-21 18:00:00",16.45,8062854
"2017-02-22 18:00:00",16.3,16629155
"2017-02-23 18:00:00",15.75,34869210
"2017-02-24 18:00:00",15.5,15237998
"2017-02-27 18:00:00",15.05,39000812
"2017-02-28 18:00:00",14.9,6089383
"2017-03-01 18:00:00",14.94,72224443
"2017-03-02 18:00:00",15,21958052
"2017-03-03 18:00:00",15.25,29782515
"2017-03-06 18:00:00",14.8,13305067
"2017-03-07 18:00:00",14.41,49470841
"2017-03-08 18:00:00",14.085,11540358
"2017-03-09 18:00:00",13.94,9105361
"2017-03-10 18:00:00",13.75,10640242
"2017-03-13 18:00:00",14.14,16516175
"2017-03-14 18:00:00",14.29,10359389
"2017-03-15 18:00:00",14.25,7939676
"2017-03-16 18:00:00",14,3432000
"2017-03-17 18:00:00",14.3,38777041
"2017-03-20 18:00:00",14.2,10303900
"2017-03-21 18:00:00",14.17,272721
"2017-03-22 18:00:00",14.2,23658300
"2017-03-23 18:00:00",14.6,33681028
"2017-03-24 18:00:00",14.58,11344907
"2017-03-27 18:00:00",14.4,1356948
"2017-03-28 18:00:00",14.43,2107120
"2017-03-29 18:00:00",14.4,840981
"2017-03-30 18:00:00",14.15,9675114
"2017-03-31 18:00:00",13.91,5815849
"2017-04-03 18:00:00",13.85,9126293
"2017-04-04 18:00:00",13.85,5714408
"2017-04-05 18:00:00",13.89,3852480
"2017-04-06 18:00:00",13.35,20434183
"2017-04-07 18:00:00",13.54,5252897
"2017-04-10 18:00:00",13.45,13182300
"2017-04-11 18:00:00",13.13,20868836
"2017-04-12 18:00:00",13.24,1960188
"2017-04-18 18:00:00",13.2,850000
"2017-04-19 18:00:00",13.24,8459849
"2017-04-21 18:00:00",13.2,1791500
"2017-04-24 18:00:00",13.55,24630910
"2017-04-25 18:00:00",13.49,26028500
"2017-04-26 18:00:00",13.35,3221083
"2017-04-27 18:00:00",13.19,15782745
"2017-04-28 18:00:00",14.26,70969238
"2017-05-02 18:00:00",14.3,3087300
"2017-05-03 18:00:00",14.26,7225200
"2017-05-04 18:00:00",14.7,18249277
"2017-05-05 18:00:00",15.6,79049957
"2017-05-08 18:00:00",16,40220587
"2017-05-09 18:00:00",16.125,28398501
"2017-05-10 18:00:00",16.15,9524200
"2017-05-11 18:00:00",16.15,16353132
"2017-05-12 18:00:00",15.85,31128760
"2017-05-15 18:00:00",15.35,16240700
"2017-05-16 18:00:00",15.2,3738148
"2017-05-17 18:00:00",15.3,10397770
"2017-05-18 18:00:00",14.99,14483534
"2017-05-19 18:00:00",14.25,22917952
"2017-05-22 18:00:00",13.65,15490854
"2017-05-23 18:00:00",13.7,10151617
"2017-05-24 18:00:00",13.7,3593600
"2017-05-26 18:00:00",13.75,13153000
"2017-05-29 18:00:00",13.42,11507000
"2017-05-30 18:00:00",13.45,23375532
"2017-05-31 18:00:00",13.41,10754968
"2017-06-01 18:00:00",13.33,5000000
"2017-06-02 18:00:00",13.19,46131750
"2017-06-06 18:00:00",13.2,6535250
"2017-06-07 18:00:00",13.58,30465047
"2017-06-08 18:00:00",13.8,21718116
"2017-06-09 18:00:00",13.92,9735500
"2017-06-12 18:00:00",13.85,13538393
"2017-06-13 18:00:00",14.17,17215310
"2017-06-14 18:00:00",14.34,20598025
"2017-06-15 18:00:00",14.48,20187281
"2017-06-16 18:00:00",14.44,4236500
"2017-06-19 18:00:00",14.55,20974367
"2017-06-20 18:00:00",15.15,28822000
"2017-06-21 18:00:00",15.5,40925254
"2017-06-22 18:00:00",15.25,27102919
"2017-06-23 18:00:00",14.97,10110870
"2017-06-26 18:00:00",14.48,10951866
"2017-06-27 18:00:00",14.55,20674287
"2017-06-28 18:00:00",14.25,8691911
"2017-06-29 18:00:00",14.36,8389000
"2017-06-30 18:00:00",14.5,35922000
"2017-07-03 18:00:00",14.16,14721168
"2017-07-04 18:00:00",14.2,18114843
"2017-07-05 18:00:00",14.45,4170500
"2017-07-06 18:00:00",14.5,18067543
"2017-07-07 18:00:00",15.05,54080032
"2017-07-10 18:00:00",15.7,36172583
"2017-07-11 18:00:00",16.05,69700502
"2017-07-12 18:00:00",16.05,18719920
"2017-07-13 18:00:00",15.95,17607247
"2017-07-14 18:00:00",15.85,2093290
"2017-07-17 18:00:00",15.85,3500
"2017-07-18 18:00:00",16.05,4193558
"2017-07-19 18:00:00",16.45,14853874
"2017-07-20 18:00:00",16.55,6280125
"2017-07-21 18:00:00",16.5,473557
"2017-07-24 18:00:00",16.5,2288986
"2017-07-25 18:00:00",16.5,8394795
"2017-07-26 18:00:00",16.4,7047977
"2017-07-27 18:00:00",16.15,25042092
"2017-07-28 18:00:00",14.9,58777981
"2017-07-31 18:00:00",14.42,27814854
"2017-08-01 18:00:00",13.95,40072400
"2017-08-02 18:00:00",14.23,21711866
"2017-08-03 18:00:00",14,12332000
"2017-08-04 18:00:00",14,5851647
"2017-08-08 18:00:00",13.8,3680500
"2017-08-09 18:00:00",14.2,4503000
"2017-08-10 18:00:00",14.2,11400
"2017-08-11 18:00:00",15.15,84180601
"2017-08-14 18:00:00",15.25,47598010
"2017-08-15 18:00:00",15.9,42967058
"2017-08-16 18:00:00",16,26016758
"2017-08-17 18:00:00",15.75,17480000
"2017-08-18 18:00:00",15.6,26213600
"2017-08-21 18:00:00",15.9,16988275
"2017-08-22 18:00:00",16.1,17501230
"2017-08-23 18:00:00",16.25,20290166
"2017-08-24 18:00:00",16.15,2110484
"2017-08-25 18:00:00",15.65,14852935
"2017-08-28 18:00:00",15.5,4086190
"2017-08-29 18:00:00",15.25,25347400
"2017-08-30 18:00:00",15.3,3000000
"2017-08-31 18:00:00",14.83,15324828
"2017-09-01 18:00:00",14.8,7533500
"2017-09-04 18:00:00",14.66,18405300
"2017-09-05 18:00:00",15.1,14424342
"2017-09-06 18:00:00",15.35,9947298
"2017-09-07 18:00:00",15.45,24155531
"2017-09-08 18:00:00",15.45,1146100
"2017-09-11 18:00:00",15.8,48272100
"2017-09-12 18:00:00",15.8,37210328
"2017-09-13 18:00:00",15.95,8577000
"2017-09-14 18:00:00",16,26333737
"2017-09-15 18:00:00",15.45,26657732
"2017-09-18 18:00:00",15.425,4179000
"2017-09-19 18:00:00",15.425,0
"2017-09-20 18:00:00",15.2,3342000
"2017-09-21 18:00:00",15.1,25058378
"2017-09-22 18:00:00",15.35,12308250
"2017-09-25 18:00:00",15.1,4020000
"2017-09-26 18:00:00",14.75,14453610
"2017-09-27 18:00:00",14.54,4239009
"2017-09-28 18:00:00",14.77,11300000
"2017-09-29 18:00:00",14.75,4858000
"2017-10-02 18:00:00",15,11589420
"2017-10-03 18:00:00",15.55,39894500
"2017-10-04 18:00:00",15.9,25702151
"2017-10-05 18:00:00",15.7,7146162
"2017-10-06 18:00:00",15.75,3125000
"2017-10-09 18:00:00",15.55,15584000
"2017-10-10 18:00:00",15.65,13400500
"2017-10-11 18:00:00",15.5,23395235
"2017-10-12 18:00:00",15.75,13464930
"2017-10-13 18:00:00",15.8,17564500
"2017-10-16 18:00:00",15.85,27457836
"2017-10-17 18:00:00",15.4,10641000
"2017-10-18 18:00:00",15.6,5253000
"2017-10-19 18:00:00",15.3,7940000
"2017-10-20 18:00:00",15.3,18389500
"2017-10-23 18:00:00",15,4041200
"2017-10-24 18:00:00",16.65,50801882
"2017-10-25 18:00:00",16.9,42433898
"2017-10-26 18:00:00",16.75,22725698
"2017-10-27 18:00:00",16.75,33498645
"2017-10-30 18:00:00",16.6,17534413
"2017-10-31 18:00:00",16.5,11079186
"2017-11-01 18:00:00",16.45,11425000
"2017-11-02 18:00:00",16.2,7303800
"2017-11-03 18:00:00",16.2,2181100
"2017-11-06 18:00:00",15.85,24310150
"2017-11-07 18:00:00",15.75,15972700
"2017-11-08 18:00:00",15.95,18339658
"2017-11-09 18:00:00",15.85,17107400
"2017-11-10 18:00:00",16.2,33477440
"2017-11-13 18:00:00",16.1,10537997
"2017-11-14 18:00:00",16.15,12307984
"2017-11-15 18:00:00",16.25,8639164
"2017-11-16 18:00:00",16.2,13076826
"2017-11-17 18:00:00",16.15,3846387
"2017-11-20 18:00:00",16,21033448
"2017-11-21 18:00:00",15.95,11815651
"2017-11-22 18:00:00",15.85,19768817
"2017-11-23 18:00:00",16,2236630
"2017-11-24 18:00:00",15.8,3354662
"2017-11-27 18:00:00",15.8,7820000
"2017-11-28 18:00:00",15.8,19288373
"2017-11-29 18:00:00",15.9,14024239
"2017-11-30 18:00:00",15.5,9255000
"2017-12-01 18:00:00",15.5,6490000
"2017-12-04 18:00:00",15.7,3122516
"2017-12-05 18:00:00",15.6,13500200
"2017-12-06 18:00:00",15.3,17552700
"2017-12-07 18:00:00",15.25,3955512
"2017-12-08 18:00:00",15.15,551088
"2017-12-11 18:00:00",15.15,9751529
"2017-12-12 18:00:00",15.05,600000
"2017-12-13 18:00:00",14.8,17458548
"2017-12-14 18:00:00",14.6,9597476
"2017-12-15 18:00:00",14.42,11542120
"2017-12-18 18:00:00",14.12,22535388
"2017-12-19 18:00:00",15.1,41785667
"2017-12-20 18:00:00",14.9,19343955
"2017-12-21 18:00:00",14.69,10117636
"2017-12-22 18:00:00",14.81,26302000
"2017-12-27 18:00:00",14.7,25153917
"2017-12-28 18:00:00",14.6,11590245
"2017-12-29 18:00:00",14.71,2672426
"2018-01-02 18:00:00",14.74,2096500
"2018-01-03 18:00:00",14.63,15844801
"2018-01-04 18:00:00",14.53,21564450
"2018-01-05 18:00:00",14.77,36877634
"2018-01-08 18:00:00",14.75,18726431
"2018-01-09 18:00:00",14.91,17560000
"2018-01-10 18:00:00",14.9,9205784
"2018-01-11 18:00:00",15.1,21187133
"2018-01-12 18:00:00",15.25,801000
"2018-01-15 18:00:00",15.05,1184626
"2018-01-16 18:00:00",15.15,5665000
"2018-01-17 18:00:00",15.85,30902680
"2018-01-18 18:00:00",16,81938200
"2018-01-19 18:00:00",16.45,35526499
"2018-01-22 18:00:00",16.55,20758105
"2018-01-23 18:00:00",16.4,5817300
"2018-01-24 18:00:00",16.2,26432500
"2018-01-25 18:00:00",16.25,14953266
"2018-01-26 18:00:00",16.1,21236096
"2018-01-29 18:00:00",15.85,12768517
"2018-01-30 18:00:00",16.125,19145000
"2018-01-31 18:00:00",16.3,23348864
"2018-02-01 18:00:00",16.45,6331300
"2018-02-02 18:00:00",16.15,20516300
"2018-02-05 18:00:00",15.85,3113284
"2018-02-06 18:00:00",15.65,45716126
"2018-02-07 18:00:00",15.8,29742321
"2018-02-08 18:00:00",15.8,21964464
"2018-02-09 18:00:00",16.05,23846226
"2018-02-12 18:00:00",15.9,50086526
"2018-02-13 18:00:00",15.55,37724968
"2018-02-14 18:00:00",15.8,44050756
"2018-02-15 18:00:00",15.75,10001140
"2018-02-16 18:00:00",16,47832091
"2018-02-19 18:00:00",16.3,31822514
"2018-02-20 18:00:00",16.1,24269399
"2018-02-21 18:00:00",16.15,20772935
"2018-02-22 18:00:00",16,8224947
"2018-02-23 18:00:00",16.05,21865968
"2018-02-26 18:00:00",15.975,11762500
"2018-02-27 18:00:00",15.6,8280600
"2018-02-28 18:00:00",16.05,34656000
"2018-03-01 18:00:00",15.95,3178000
"2018-03-02 18:00:00",15.95,11121665
"2018-03-05 18:00:00",16.2,15656332
"2018-03-06 18:00:00",16.25,14098499
"2018-03-07 18:00:00",15.95,25092662
"2018-03-08 18:00:00",15.75,19623232
"2018-03-09 18:00:00",15.65,10382641
"2018-03-12 18:00:00",15.35,11280232
"2018-03-13 18:00:00",15.2,15836737
"2018-03-14 18:00:00",15.35,26206232
"2018-03-15 18:00:00",15.45,15154724
"2018-03-16 18:00:00",15.5,19278186
"2018-03-19 18:00:00",15.35,4617635
"2018-03-20 18:00:00",15.15,3110077
"2018-03-21 18:00:00",15.2,27945407
"2018-03-22 18:00:00",15.2,11900000
"2018-03-23 18:00:00",15.05,7048267
"2018-03-26 18:00:00",14.6,29509186
"2018-03-27 18:00:00",14.8,13142959
"2018-03-28 18:00:00",14.58,30364473
"2018-04-03 18:00:00",14.53,360550
"2018-04-04 18:00:00",14.43,7851833
"2018-04-05 18:00:00",14.59,11150944
"2018-04-06 18:00:00",14.69,7289308
"2018-04-09 18:00:00",14.35,20853064
"2018-04-10 18:00:00",14.05,38898282
"2018-04-11 18:00:00",14,8336623
"2018-04-12 18:00:00",14.4,44189549
"2018-04-13 18:00:00",14.41,2314000
"2018-04-16 18:00:00",14.41,3621396
"2018-04-17 18:00:00",14.24,4001500
"2018-04-18 18:00:00",14.15,6377526
"2018-04-20 18:00:00",14.23,8556000
"2018-04-23 18:00:00",14.315,9779440
"2018-04-24 18:00:00",14.04,17668000
"2018-04-25 18:00:00",13.9,11921458
"2018-04-26 18:00:00",13.65,14768300
"2018-04-27 18:00:00",13.625,8717139
"2018-04-30 18:00:00",13.5,11651207
"2018-05-02 18:00:00",13.8,32101726
"2018-05-03 18:00:00",13.7,2863145
"2018-05-04 18:00:00",13.47,40560000
"2018-05-07 18:00:00",12.94,35367506
"2018-05-08 18:00:00",12.74,29157175
"2018-05-09 18:00:00",12.37,16624972
"2018-05-11 18:00:00",12.12,32752050
"2018-05-14 18:00:00",12.3,13537000
"2018-05-15 18:00:00",12.25,22476828
"2018-05-16 18:00:00",12.57,17279327
"2018-05-17 18:00:00",12.51,12948111
"2018-05-18 18:00:00",12.5,6996429
"2018-05-22 18:00:00",12.71,8490650
"2018-05-23 18:00:00",12.65,5336691
"2018-05-24 18:00:00",12.65,2970103
"2018-05-25 18:00:00",12.51,18682353
"2018-05-28 18:00:00",12.6,7020000
"2018-05-29 18:00:00",12.47,7158506
"2018-05-30 18:00:00",12.05,25606139
"2018-05-31 18:00:00",11.9,2041000
"2018-06-01 18:00:00",11.9,9050000
"2018-06-04 18:00:00",11.75,4223309
"2018-06-05 18:00:00",11.71,7528015
"2018-06-06 18:00:00",11.41,7071000
"2018-06-07 18:00:00",11.62,19492178
"2018-06-08 18:00:00",11.6,2583000
"2018-06-11 18:00:00",11.45,1146396
"2018-06-12 18:00:00",11.62,13263286
"2018-06-13 18:00:00",11.74,17000845
"2018-06-14 18:00:00",11.84,26910397
"2018-06-15 18:00:00",12.12,22754917
"2018-06-18 18:00:00",12.23,13993862
"2018-06-19 18:00:00",12.63,33385000
"2018-06-20 18:00:00",13.19,48773147
"2018-06-21 18:00:00",13.12,21796435
"2018-06-22 18:00:00",13.34,9934700
"2018-06-25 18:00:00",13,9634683
"2018-06-26 18:00:00",12.905,9242500
"2018-06-27 18:00:00",13.1,14071400
"2018-06-28 18:00:00",12.95,10066293
"2018-06-29 18:00:00",13,7702340
"2018-07-02 18:00:00",12.94,6425216
"2018-07-03 18:00:00",12.85,9121054
"2018-07-04 18:00:00",12.82,4019777
"2018-07-05 18:00:00",12.67,9307844
"2018-07-06 18:00:00",12.7,581601
"2018-07-09 18:00:00",9.57,62896873
"2018-07-10 18:00:00",9.8,45901076
"2018-07-11 18:00:00",9.7,5109387
"2018-07-12 18:00:00",9.7,4145800
"2018-07-13 18:00:00",9.57,10739250
"2018-07-16 18:00:00",9.46,6906013
"2018-07-17 18:00:00",9.28,13851500
"2018-07-18 18:00:00",8.98,18561113
"2018-07-19 18:00:00",9,23024611
"2018-07-20 18:00:00",8.99,8224741
"2018-07-23 18:00:00",9,60000
"2018-07-24 18:00:00",9,4064000
"2018-07-25 18:00:00",9,5392666
"2018-07-26 18:00:00",8.69,10676434
"2018-07-27 18:00:00",8.5,13720900
"2018-07-30 18:00:00",8.5,6264650
"2018-07-31 18:00:00",8.72,10077500
"2018-08-01 18:00:00",7.85,13924090
"2018-08-02 18:00:00",7.93,24335274
"2018-08-03 18:00:00",8.12,26069838
"2018-08-07 18:00:00",8.25,5467429
"2018-08-08 18:00:00",7.97,24614926
"2018-08-09 18:00:00",8.01,4750000
"2018-08-10 18:00:00",7.99,13416109
"2018-08-13 18:00:00",8.24,158662344
"2018-08-14 18:00:00",8.53,36003777
"2018-08-15 18:00:00",8.81,27507114
"2018-08-16 18:00:00",9.345,48245635
"2018-08-17 18:00:00",9.28,22741257
"2018-08-20 18:00:00",9.32,4780217
"2018-08-21 18:00:00",9.23,11918594
"2018-08-22 18:00:00",8.81,13420212
"2018-08-23 18:00:00",8.61,34103286
"2018-08-24 18:00:00",8.45,13990378
"2018-08-27 18:00:00",8.46,551500
"2018-08-28 18:00:00",7,66136546
"2018-08-29 18:00:00",7.1,19861548
"2018-08-30 18:00:00",7.21,14625518
"2018-08-31 18:00:00",7.1,10375341
"2018-09-03 18:00:00",7.12,4113902
"2018-09-04 18:00:00",7.14,35182000
"2018-09-05 18:00:00",7.19,12654306
"2018-09-06 18:00:00",7.2,13685455
"2018-09-07 18:00:00",7.38,20217293
"2018-09-10 18:00:00",7.49,4780635
"2018-09-11 18:00:00",8.22,64406849
"2018-09-12 18:00:00",8.22,76350317
"2018-09-13 18:00:00",7.84,55379482
"2018-09-14 18:00:00",7.53,34667043
"2018-09-17 18:00:00",7.53,4074733
"2018-09-18 18:00:00",7.3,14200738
"2018-09-19 18:00:00",7.315,42414218
"2018-09-20 18:00:00",7.25,14315000
"2018-09-21 18:00:00",7.15,8615727
"2018-09-24 18:00:00",6.99,8072512
"2018-09-25 18:00:00",6.78,10638472
"2018-09-26 18:00:00",6.89,6664525
"2018-09-27 18:00:00",6.93,2798300
"2018-09-28 18:00:00",6.84,3553506
"2018-10-01 18:00:00",6.65,10814176
"2018-10-02 18:00:00",6.68,12739162
"2018-10-03 18:00:00",6.64,14646800
"2018-10-04 18:00:00",6.7,5361386
"2018-10-05 18:00:00",6.64,4334705
"2018-10-08 18:00:00",6.53,4384315
"2018-10-09 18:00:00",6.65,5169350
"2018-10-10 18:00:00",6.76,10304182
"2018-10-11 18:00:00",6.54,9130381
"2018-10-12 18:00:00",6.68,10204850
"2018-10-15 18:00:00",6.65,4543500
"2018-10-16 18:00:00",6.77,3230000
"2018-10-17 18:00:00",6.9,19895982
"2018-10-18 18:00:00",6.94,20107500
"2018-10-19 18:00:00",6.94,2333325
"2018-10-22 18:00:00",6.81,3435924
"2018-10-23 18:00:00",6.82,7320000
"2018-10-24 18:00:00",6.92,24790000
"2018-10-25 18:00:00",6.86,2053958
"2018-10-26 18:00:00",6.94,2317500
"2018-10-29 18:00:00",6.82,3192700
"2018-10-30 18:00:00",6.67,10431630
"2018-10-31 18:00:00",7.16,76048547
"2018-11-01 18:00:00",7.35,30446249
"2018-11-02 18:00:00",7.9,55800627
"2018-11-05 18:00:00",11,92061058
"2018-11-06 18:00:00",10.89,98645282
"2018-11-07 18:00:00",11.3,74285724
"2018-11-08 18:00:00",10.89,22383900
"2018-11-09 18:00:00",11.4,109725554
"2018-11-12 18:00:00",11.5,41006785
"2018-11-13 18:00:00",12,34074719
"2018-11-14 18:00:00",12.25,36263672
"2018-11-15 18:00:00",12.09,28153500
"2018-11-16 18:00:00",12,4187203
"2018-11-19 18:00:00",12.08,823596
"2018-11-20 18:00:00",12.15,33263373
"2018-11-21 18:00:00",12.05,11149911
"2018-11-22 18:00:00",11.89,7758207
"2018-11-23 18:00:00",11.73,30754882
"2018-11-26 18:00:00",11.06,20522463
"2018-11-27 18:00:00",10.8,41398002
"2018-11-28 18:00:00",11.14,29354355
"2018-11-29 18:00:00",9.73,41452428
"2018-11-30 18:00:00",8.89,64581079
"2018-12-03 18:00:00",8.08,36771761
"2018-12-04 18:00:00",7.82,30327391
"2018-12-05 18:00:00",8.14,14348926
"2018-12-06 18:00:00",7.8,20939369
"2018-12-07 18:00:00",8.03,29265000
"2018-12-10 18:00:00",8.01,24179401
"2018-12-11 18:00:00",8.2,25403500
"2018-12-12 18:00:00",8.25,6453575
"2018-12-13 18:00:00",8.85,53907871
"2018-12-14 18:00:00",8.55,48741548
"2018-12-17 18:00:00",9,9925750
"2018-12-18 18:00:00",9.15,23813605
"2018-12-19 18:00:00",9.35,14600393
"2018-12-20 18:00:00",9.47,18910586
"2018-12-21 18:00:00",9.4,22859778
"2018-12-27 18:00:00",9.6,14532994
"2018-12-28 18:00:00",9.58,6307347
"2019-01-02 18:00:00",9.46,3180541
"2019-01-03 18:00:00",9.18,7108794
"2019-01-04 18:00:00",9.42,29122783
"2019-01-07 18:00:00",9.5,6861299
"2019-01-08 18:00:00",9.76,9760924
"2019-01-09 18:00:00",10.01,5837251
"2019-01-10 18:00:00",9.65,8698445
"2019-01-11 18:00:00",9.7,4842700
"2019-01-14 18:00:00",9.86,9000000
"2019-01-15 18:00:00",9.71,13719500
"2019-01-16 18:00:00",10,12654591
"2019-01-17 18:00:00",10.08,17226050
"2019-01-18 18:00:00",10.13,11764949
"2019-01-21 18:00:00",10.3,9138075
"2019-01-22 18:00:00",10.3,1990567
"2019-01-23 18:00:00",10.41,8780263
"2019-01-24 18:00:00",10.72,21055191
"2019-01-25 18:00:00",10.6,8944893
"2019-01-28 18:00:00",10.71,9507812
"2019-01-29 18:00:00",10.9,8565100
"2019-01-30 18:00:00",10.8,23360000
"2019-01-31 18:00:00",10.65,10361300
"2019-02-01 18:00:00",10.58,10978144
"2019-02-04 18:00:00",10.36,5984163
"2019-02-05 18:00:00",10.35,28495300
"2019-02-06 18:00:00",10.31,18504000
"2019-02-07 18:00:00",10.31,23362000
"2019-02-08 18:00:00",8.67,36214909
"2019-02-11 18:00:00",8.22,31179545
"2019-02-12 18:00:00",8.08,14861575
"2019-02-13 18:00:00",7.95,37922645
"2019-02-14 18:00:00",8.06,11161358
"2019-02-15 18:00:00",8.25,29398089
"2019-02-18 18:00:00",8.58,22747543
"2019-02-19 18:00:00",8.23,17040569
"2019-02-20 18:00:00",8.37,17544837
"2019-02-21 18:00:00",8.07,26223901
"2019-02-22 18:00:00",7.85,15039806
"2019-02-25 18:00:00",7.86,1554108
"2019-02-26 18:00:00",7.7,15056225
"2019-02-27 18:00:00",7.58,11121821
"2019-02-28 18:00:00",8.15,44125841
"2019-03-01 18:00:00",8.35,37718663
"2019-03-04 18:00:00",8.88,12050413
"2019-03-05 18:00:00",9.19,29178732
"2019-03-06 18:00:00",8.85,16270947
"2019-03-07 18:00:00",8.7,22041856
"2019-03-08 18:00:00",8.28,16783720
"2019-03-11 18:00:00",7.48,40871841
"2019-03-12 18:00:00",7.1,68557876
"2019-03-13 18:00:00",7.46,28990370
"2019-03-14 18:00:00",7.5,20587010
"2019-03-15 18:00:00",7.21,21500114
"2019-03-18 18:00:00",7.24,5150454
"2019-03-19 18:00:00",7.2,12947609
"2019-03-20 18:00:00",7.98,21040584
"2019-03-21 18:00:00",8.6,64628802
"2019-03-22 18:00:00",9.1,80851229
"2019-03-25 18:00:00",9,20521426
"2019-03-26 18:00:00",8.11,9571699
"2019-03-27 18:00:00",8.17,9040994
"2019-03-28 18:00:00",9.36,34114984
"2019-03-29 18:00:00",9.26,39046848
